_id,mese,anno,cod_amministrazione,amministrazione,sigla_provincia,cod_regione,giorni_assenza,numero_dipendenti,motivo_assenza,periodo_rif,timestamp_carico,note,flusso,Sigla Provincia,COD REGIONE,2motivo,giorni assenza
c6ae52770e4189234dd99da8,12,2024,91,,PG,01,17,3836,Assenza per concorso,202412,2025-07-01T17:38:13.122,,,PG,01,Assenza per concorso,17
3cf9a6d1f7ea9c996fa28794,10,2024,118,MINISTERO DELLE INFRASTRUTTURE E DEI TRASPORTI,CB,18,18,1804,Assenza per concorso,202410,2025-06-04T06:25:57.463,,,CB,18,Assenza per concorso,18
993bb3af65361509647a7f6d,2,2024.,56,MINISTERO DELLA DIFESA,BO,03,49,27,Infortunio,202402,1745380522,,,BO,03,Infortunio,49
6185d930ae786b923839c58c,4,2023,201,MINISTERO DELL'AMBIENTE E DELLA SICUREZZA ENERGETICA,GE,14,32,2853,Ferie,202304,2025-09-04T14:12:42.131,,,GE,14,Ferie,32
7913a331be06ef14c7c61625,8,2023,162,ISTITUTO NAZIONALE DI ASTROFISICA,TO,17,51,3989,Aspettativa non retribuita,202308,2025-05-23T11:12:11.487,dato provvisorio,,TO,17,Aspettativa non retribuita,51
a737aabb3626c7343e2329e7,6,2023,233,ISTITUTO NAZIONALE DI GEOFISICA E VULCANOLOGIA,SS,04,50,832,Aspettativa non retribuita,202306,2025-04-25T02:56:01.546,,,SS,04,Aspettativa non retribuita,50
2e455b1a0f7509a310f2faf2,mese 3,2023,247,MINISTERO DELLE IMPRESE E DEL MADE IN ITALY,LE,07,19,1713,Infortunio,202303,2025-03-20T14:23:59.355,,,LE,07,Infortunio,19
03ae479701cf516517a593c9,1,2024,162,ISTITUTO NAZIONALE DI ASTROFISICA,AO,07,32,3280,Aspettativa non retribuita,202401,2025-09-03T14:59:45.240,,,AO,07,Aspettativa non retribuita,32
4f551594baf486c1c292b1e8,Marzo,2023,174,MINISTERO DELLA CULTURA,BO,09,18,3883,Ferie,202303,2025-08-25T14:00:34.777,,,BO,09,Ferie,18
b3b4bd984a8a3f9c63fbec5f,12,2024,233,ISTITUTO NAZIONALE DI GEOFISICA E VULCANOLOGIA,VR,08,38,3376,Aspettativa non retribuita,202412,2025-10-12T04:55:56.535,,,VR,08,Aspettativa non retribuita,38
71395c46687b777b1701c278,6,2023,233,ISTITUTO NAZIONALE DI GEOFISICA E VULCANOLOGIA,LE,17,40,1728,Congedo matrimoniale,202306,2025-06-13T23:24:34.135,,,LE,17,Congedo matrimoniale,40
489b0e4a09010ddcbf533d56,8,2024,78,AGENZIA DELLE ENTRATE,RM,17,17,3451,Aspettativa non retribuita,202408,2025-11-05T22:03:18.074,,,RM,17,Aspettativa non retribuita,17
78435965d7363a59cbcd9eb5,7,2023,162,ISTITUTO NAZIONALE DI ASTROFISICA,BS,15,22,2579,Donazione sangue,202307,2025-03-04T03:14:54.506,,,BS,15,Donazione sangue,22
d786fff6843c906e207bf16a,7,2023,78,AGENZIA DELLE ENTRATE,TN,04,33,2803,Permesso legge 104,202307,2025-09-22T16:26:38.240,,MENSILE,TN,04,Permesso legge 104,33
a99ee796629c1d9770ef2081,12,2023,201,MINISTERO DELL'AMBIENTE E DELLA SICUREZZA ENERGETICA,VE,08,29,59,Aspettativa non retribuita,202312,2025-08-23T20:03:51.183,,,VE,08,Aspettativa non retribuita,29
538137fe2c2da984041fd700,12,2023,103,CONSIGLIO NAZIONALE DELLE RICERCHE,AO,13,14,1772,Infortunio,202312,2025-05-18T08:20:00.537,,,AO,13,Infortunio,14
10b896c4b551508cf526f0de,10,2024,34,MINISTERO DELLA GIUSTIZIA,BO,12,44,1130,Malattia,202410,2025-04-19T04:08:46.904,,,BO,12,Malattia,44
f130ab9d36c0e3a1316bcd56,Giugno,2023,247,MINISTERO DELLE IMPRESE E DEL MADE IN ITALY,TN,03,16,2555,Congedo parentale,202306,2025-04-09T23:11:11.556,,,TN,03,Congedo parentale,16
31ad72d4ebfa705ea603feb5,1,2023,219,ENTE NAZIONALE PER L'AVIAZIONE CIVILE,PD,07,25,2186,Donazione sangue,202301,1739619697,,,PD,07,Donazione sangue,25
77b2c0e9287575d55e37dbbc,8,2023,78,AGENZIA DELLE ENTRATE,PZ,03,20,2052,Congedo parentale,202308,2025-04-20T01:08:13.485,,,PZ,03,Congedo parentale,20
357baa457aed1231d9001ead,2,2024.,12,MINISTERO DELL'ISTRUZIONE E DEL MERITO,AN,09,14,2493,Aspettativa non retribuita,202402,1755473438,,,AN,09,Aspettativa non retribuita,14
5d2ed99401161a9e46aa4d11,8,2024,233,ISTITUTO NAZIONALE DI GEOFISICA E VULCANOLOGIA,AO,15,38,2839,Aspettativa non retribuita,202408,2025-03-17T22:56:40.535,,,AO,15,Aspettativa non retribuita,38
0935a191941f6d9d666f7852,2,2024,145,MINISTERO DEL TURISMO,CZ,04,53,1976,Malattia,202402,2025-05-01T05:59:35.340,,,CZ,04,Malattia,53
2ca9ad356ca17d9d71083daa,3,2023,219,ENTE NAZIONALE PER L'AVIAZIONE CIVILE,SS,sconosciuto,26,12,Infortunio,202303,2025-02-27T21:38:53.169,,,SS,09,Infortunio,26
11e3137598ee7618a9b606ce,12,2023,258,AGENZIA ITALIANA PER LA COOPERAZIONE ALLO SVILUPPO,TO,05,26,2133,Congedo parentale,202312,2025-02-15T17:26:26.318,,,TO,05,Congedo parentale,26
c2dced196c4823ed3c963bf3,3,2024,258,AGENZIA ITALIANA PER LA COOPERAZIONE ALLO SVILUPPO,AN,n.d.,26,2588,Ferie,202403,2025-03-27T01:12:57.174,,,AN,08,Ferie,26
92495b2d9c6c94e9491c084b,1,2023,233,ISTITUTO NAZIONALE DI GEOFISICA E VULCANOLOGIA,AO,09,17,2558,Permesso sindacale,202301,2025-04-19T10:32:18.368,,,AO,09,Permesso sindacale,17
23cdc469e1d0746c91d84fe8,1,2024,91,ISTITUTO SUPERIORE DI SANITA',BZ,05,15,1698,Malattia,202401,2025-06-06T21:34:28.589,,,BZ,05,Malattia,15
348e134e8793734c4ac9bb98,4,2023,78,AGENZIA DELLE ENTRATE,CA,18,45,416,Malattia,202304,2025-11-15T22:52:50.826,,,CA,18,Malattia,45
2fff06cd96956e360dc38c4b,Maggio,2024,247,MINISTERO DELLE IMPRESE E DEL MADE IN ITALY,PZ,07,15,227,Permesso legge 104,202405,2025-04-24T19:59:28.377,dato provvisorio,,PZ,07,Permesso legge 104,15
0b2048c047af599091bf8528,4,2023,258,AGENZIA ITALIANA PER LA COOPERAZIONE ALLO SVILUPPO,PA,15,17,3053,Permesso legge 104,202304,2025-04-25T11:18:50.257,,,PA,15,Permesso legge 104,17
d2d7b35f77a3d571b22dccd3,11,2024,258,AGENZIA ITALIANA PER LA COOPERAZIONE ALLO SVILUPPO,NA,14,52 giorni,1902,Congedo parentale,202411,2025-06-13T15:21:42.846,,,NA,14,Congedo parentale,52
25d68aadf905f57329922a0d,2,2023,258,AGENZIA ITALIANA PER LA COOPERAZIONE ALLO SVILUPPO,BZ,14,38,1103,Permesso legge 104,202302,2025-12-04T04:19:46.326,,,BZ,14,Permesso legge 104,38
d84a03dd1db77da4e2e36835,AGO,2024,288,MINISTERO DEGLI AFFARI ESTERI,TO,20,47 giorni,3613,Assenza per concorso,202408,2025-05-28T20:55:34.315,,,TO,20,Assenza per concorso,47
57d0abe932a45f3f18272d43,6,2023,219,ENTE NAZIONALE PER L'AVIAZIONE CIVILE,PG,07,7,2991,Aspettativa non retribuita,202301,2025-09-12T23:03:20.280,,,PG,07,Aspettativa non retribuita,7
2bec9faad7a8a8a782c5d5dc,Novembre,2024.,266,CORTE DEI CONTI,CA,13,41,1392,Infortunio,202411,1757326396,,,CA,13,Infortunio,41
5ac50499cfc422e8d8096d1a,Settembre,2023,247,MINISTERO DELLE IMPRESE E DEL MADE IN ITALY,BA,14,29,751,Permesso sindacale,202309,2025-03-11T10:55:44.714,dato provvisorio,,BA,14,Permesso sindacale,29
2ecac04296be38f73bd3dfc1,9,24,201,MINISTERO DELL'AMBIENTE E DELLA SICUREZZA ENERGETICA,AQ,07,37,2711,Permesso sindacale,202409,2025-02-21T16:42:26.117,,,AQ,07,Permesso sindacale,37
62c74e7d7deec4979f07f0f1,1,2023,162,ISTITUTO NAZIONALE DI ASTROFISICA,TN,12,42,365,Permesso sindacale,202301,2025-05-01T16:35:58.042,,,TN,12,Permesso sindacale,42
7efb67d481240b79b82214db,5,2023,266,CORTE DEI CONTI,SS,19,17,2684,Congedo parentale,202305,2025-11-03T00:12:09.923,,,SS,19,Congedo parentale,17
83b9e650a408cb3e7a481624,2,2024,12,MINISTERO DELL'ISTRUZIONE E DEL MERITO,AO,13,44,3946,CONGEDO PARENTALE,202402,2025-10-12T18:29:42.779,,,AO,13,Congedo parentale,44
73ae32d050445f73a457642e,8,2023,118,MINISTERO DELLE INFRASTRUTTURE E DEI TRASPORTI,AQ,16,48,3797,PERMESSO SINDACALE,202308,2025-04-23T22:05:10.097,,,AQ,16,Permesso sindacale,48
357527b9bb704ecf55b56411,12,2023.,188,AGENZIA DEL DEMANIO,TO,07,46,798,Ferie,202312,2025-08-19T06:29:10.887,,,TO,07,Ferie,46
b7a3cc8de7d1260f03264622,2,2024,279,AVVOCATURA GENERALE DELLO STATO,TO,sconosciuto,41,2505,Aspettativa non retribuita,202402,2025-04-15T19:48:05.391,dato provvisorio,,TO,02,Aspettativa non retribuita,41
847ff9121efd37705c4698da,11,2023,288,MINISTERO DEGLI AFFARI ESTERI,AO,10,21 giorni,1163,Permesso legge 104,202311,07.05.2025,,,AO,10,Permesso legge 104,21
a47524378e9edafd10e083f3,3,2024,279,AVVOCATURA GENERALE DELLO STATO,MI,13,26,2681,Donazione sangue,202403,2025-07-09T12:37:46.130,,,MI,13,Donazione sangue,26
480be2be40590aa2ece36e77,3,2024,247,MINISTERO DELLE IMPRESE E DEL MADE IN ITALY,MI,09,33,3634,Permesso legge 104,202403,2025-06-14T02:13:58.044,,,MI,09,Permesso legge 104,33
9f9725f81be90fd67f171335,9,2024,258,AGENZIA ITALIANA PER LA COOPERAZIONE ALLO SVILUPPO,TO,05,24,3264,Assenza per concorso,202409,2025-10-04T18:57:34.620,,,TO,05,Assenza per concorso,24
46c606b0211b95bc3621e8c2,4,2024,233,ISTITUTO NAZIONALE DI GEOFISICA E VULCANOLOGIA,FI,15,28,2574,PERMESSO LEGGE 104,202404,2025-11-05T13:14:41.324,dato provvisorio,,FI,15,Permesso legge 104,28
e2aef3b473f468c5dd26cd44,7,2023,201,MINISTERO DELL'AMBIENTE E DELLA SICUREZZA ENERGETICA,BZ,10,21,3404,malattia,202307,2025-05-27T11:01:02.858,,,BZ,10,Malattia,21
76e7c4b97f7622cc6905de12,Settembre,2024,247,MINISTERO DELLE IMPRESE E DEL MADE IN ITALY,CA,02,49,1993,Infortunio,202401,2025-06-02T12:20:10.621,,,CA,02,Infortunio,49
6b6fa4c6dbc0e64927b69b04,Marzo,2023,266,CORTE DEI CONTI,AQ,05,17,2967,Donazione sangue,202303,29.07.2025,,,AQ,05,Donazione sangue,17
bc76b9cb37cfee5b29a03626,9,2024,288,MINISTERO DEGLI AFFARI ESTERI,MI,16,17,3420,Infortunio,202409,2025-06-23T11:22:03.066,,,MI,16,Infortunio,17
da6702845a9207e4c061553e,12,2023,12,MINISTERO DELL'ISTRUZIONE E DEL MERITO,CA,20,25,3600,Infortunio,202312,2025-09-07T06:49:18.199,,,CA,20,Infortunio,25
4fdf18d6a52918580d6fe953,8,2024,103,CONSIGLIO NAZIONALE DELLE RICERCHE,RM,08,25,3484,Ferie,202408,2025-04-30T02:47:42.085,,,RM,08,Ferie,25
75cf908989e2d0d4b6ab5293,12,2023,162,,AQ,05,46,3773,Infortunio,202312,2025-06-14T03:32:13.472,,,AQ,05,Infortunio,46
232c847318fcdf603ea0f3b6,2,2023,145,MINISTERO DEL TURISMO,BS,04,29,639,Donazione sangue,202302,2025-11-02T03:09:19.472,,,BS,04,Donazione sangue,29
252f418ef3e8bf759478166c,4,2023,201,MINISTERO DELL'AMBIENTE E DELLA SICUREZZA ENERGETICA,CB,11,24,1224,Congedo matrimoniale,202304,2025-08-09T06:40:40.424,,,CB,11,Congedo matrimoniale,24
c80ea31784140286e03ac10c,4,2023,279,AVVOCATURA GENERALE DELLO STATO,TS,08,49,2295,MALATTIA,202304,2025-02-19T21:59:30.676,,,TS,08,Malattia,49
3a1080dc0b143d788477c4f0,6,2023,219,ENTE NAZIONALE PER L'AVIAZIONE CIVILE,BA,14,19,744,Congedo matrimoniale,202309,2025-11-19T15:49:51.558,,,BA,14,Congedo matrimoniale,19
db39a179e90d15739bb4e327,Luglio,2023,266,CORTE DEI CONTI,TN,06,26,3599,Permesso legge 104,202307,2025-10-21T03:22:43.568,,,TN,06,Permesso legge 104,26
e5d65308c920feaf5cc43083,5,2024,145,MINISTERO DEL TURISMO,TS,05,49,2166,Malattia,202405,2025-04-25T05:16:05.704,,,TS,05,Malattia,49
c49bc48d6a30c647a056045b,7,2023,162,ISTITUTO NAZIONALE DI ASTROFISICA,CT,14,32,923,Permesso legge 104,202307,2025-04-23T19:59:25.948,,,CT,14,Permesso legge 104,32
a94bcf23ba894e4b5163cdd9,mese 4,2024,,sconosciuto,VE,14,40,1249,Donazione sangue,202404,2025-03-30T15:28:32.024,,,VE,14,Donazione sangue,40
14e7c2f313ca6a918979e279,4,2023,233,ISTITUTO NAZIONALE DI GEOFISICA E VULCANOLOGIA,MI,12,50 giorni,891,Aspettativa non retribuita,202304,2025-11-01T19:47:10.873,dato provvisorio,,MI,12,Aspettativa non retribuita,50
dfed567f82f3c7570f101613,7,2024,279,AVVOCATURA GENERALE DELLO STATO,TN,09,27,2200,Aspettativa non retribuita,202407,2025-03-01T13:57:25.203,,,TN,09,Aspettativa non retribuita,27
748d7cac0ee7e27ea74cf584,Aprile,2023,247,MINISTERO DELLE IMPRESE E DEL MADE IN ITALY,AQ,01,54,360,Permesso legge 104,202304,2025-04-01T16:22:26.008,,,AQ,01,Permesso legge 104,54
2168bb7f257d317992a1db2f,8,2024,174,MINISTERO DELLA CULTURA,TO,06,35,2432,ASPETTATIVA NON RETRIBUITA,202408,2025-02-10T02:09:27.558,,,TO,06,Aspettativa non retribuita,35
b39682c1763aaacbbf64a223,5,2024,145,MINISTERO DEL TURISMO,RC,18,21,3902,Permesso legge 104,202405,2025-04-13T12:38:24.510,,,RC,18,Permesso legge 104,21
1d28b55b69df9aa2abc16c53,1,2023,201,MINISTERO DELL'AMBIENTE E DELLA SICUREZZA ENERGETICA,GE,20,29,173,Congedo parentale,202301,2025-03-10T23:28:31.059,,,GE,20,Congedo parentale,29
51b1cd1b62ec863d7e70a95e,4,2024,145,MINISTERO DEL TURISMO,RM,05,36,487,Permesso legge 104,202404,2025-05-02T00:13:47.414,,,RM,05,Permesso legge 104,36
68838e77c018dc4d7b54a380,2,2024,233,ISTITUTO NAZIONALE DI GEOFISICA E VULCANOLOGIA,CT,01,17,780,Assenza per concorso,202402,2025-03-28T05:44:33.464,,,CT,01,Assenza per concorso,17
98420362bd0918a84ff078b0,7,2024,188,AGENZIA DEL DEMANIO,TN,11,42,1653,Congedo parentale,202407,2025-10-02T00:40:59.564,,,TN,11,Congedo parentale,42
116d27d115d849809925567e,11,2023,56,MINISTERO DELLA DIFESA,GE,01,13 giorni,3933,Assenza per concorso,202311,2025-03-14T16:52:51.257,,,GE,01,Assenza per concorso,13
d47765fb851fadb600092c2e,Maggio,2023,174,MINISTERO DELLA CULTURA,PA,13,17,3365,Permesso legge 104,202305,2025-04-05T22:48:33.732,dato provvisorio,,PA,13,Permesso legge 104,17
e412d85ccb587989b0cfd3e2,7,2024,118,MINISTERO DELLE INFRASTRUTTURE E DEI TRASPORTI,TO,17,50,1572,Permesso sindacale,202407,2025-08-12T20:30:04.508,,,TO,17,Permesso sindacale,50
6ea72e2828701311f024ac10,11,2024,127,AGENZIA NAZIONALE POLITICHE ATTIVE LAVORO,VR,04,33,2412,Aspettativa non retribuita,202411,2025-10-30T08:22:29.212,,,VR,04,Aspettativa non retribuita,33
3d5b9d5726792a55efe621c1,9,23,78,AGENZIA DELLE ENTRATE,TN,09,31,1532,Permesso legge 104,202309,2025-02-24T19:33:07.076,,,TN,09,Permesso legge 104,31
ba5b1610f98263b1f2b272c6,6,2023,91,ISTITUTO SUPERIORE DI SANITA',TS,01,16,3120,Permesso legge 104,202306,2025-04-02T02:58:39.444,,,TS,01,Permesso legge 104,16
c22d90c421a980b6535d76e5,2,2024,,MINISTERO DELLE INFRASTRUTTURE E DEI TRASPORTI,RC,09,37,1525,Donazione sangue,202402,2025-10-06T22:05:25.654,,,RC,09,Donazione sangue,37
264ebcb934732fcd7790a023,12,2024,127,AGENZIA NAZIONALE POLITICHE ATTIVE LAVORO,BZ,06,38 giorni,1727,Malattia,202412,2025-11-25T15:37:32.629,,,BZ,06,Malattia,38
cfb922fdf35aea1193ab328a,3,2024,162,ISTITUTO NAZIONALE DI ASTROFISICA,RC,20,30,795,Permesso sindacale,202403,2025-12-05T03:58:58.089,,,RC,20,Permesso sindacale,30
439cfd4c4fd8b27da81fa05e,4,2024,258,AGENZIA ITALIANA PER LA COOPERAZIONE ALLO SVILUPPO,SS,18,39,1851,assenza per concorso,202404,2025-07-08T07:47:22.695,,,SS,18,Assenza per concorso,39
1d2a895dd0d5a405c00c24f9,2,2023,219,ENTE NAZIONALE PER L'AVIAZIONE CIVILE,PZ,02,43,925,Permesso sindacale,202302,2025-05-30T01:43:33.173,,,PZ,02,Permesso sindacale,43
361dfe143cf81b2278eb7be7,12,2024,162,ISTITUTO NAZIONALE DI ASTROFISICA,TO,19,49,162,Donazione sangue,202412,2025-11-13T15:59:03.009,,,TO,19,Donazione sangue,49
2d9b2be7fed6541402d8ffb3,MAR,2023,103,CONSIGLIO NAZIONALE DELLE RICERCHE,AO,10,45,1889,Ferie,202303,2025-07-09T05:59:20.794,,,AO,10,Ferie,45
b857ccd4ef31e0fe3a1f0f8a,8,2023,174,MINISTERO DELLA CULTURA,BZ,17,21,1997,Permesso sindacale,202308,2025-10-22T11:24:12.522,,,BZ,17,Permesso sindacale,21
628a0f42b827741ace68c904,7,2024,258,,CB,18,20,1673,Malattia,202407,2025-06-09T01:49:42.361,,,CB,18,Malattia,20
99eb1c4d963b34674c729e32,3,2024,233,ISTITUTO NAZIONALE DI GEOFISICA E VULCANOLOGIA,PD,13,23,1148,Ferie,202403,2025-08-11T07:30:54.960,,,PD,13,Ferie,23
9e256d3f199d37fc1ecff118,2,2023,233,ISTITUTO NAZIONALE DI GEOFISICA E VULCANOLOGIA,VE,18,39,212,Congedo parentale,202302,2025-11-20T15:55:07.141,,,VE,18,Congedo parentale,39
19732ee6e0449e5ffa43d6ab,12,2023.,145,MINISTERO DEL TURISMO,BZ,04,53,1901,Congedo matrimoniale,202312,2025-03-10T04:08:11.270,dato provvisorio,,BZ,04,Congedo matrimoniale,53
6b67fc03e012337144a9cb8b,6,2023,?,CONSIGLIO NAZIONALE DELLE RICERCHE,CB,09,25,3356,Donazione sangue,202306,2025-03-10T01:21:43.610,,,CB,09,Donazione sangue,25
01d5041c345eb651094c3654,3,2023,162,ISTITUTO NAZIONALE DI ASTROFISICA,VR,12,26,1601,Donazione sangue,202303,2025-04-28T22:14:57.042,,,VR,12,Donazione sangue,26
7ba2123f9e2f92e1530d45ad,5,2023,103,CONSIGLIO NAZIONALE DELLE RICERCHE,?,12,25,1378,Donazione sangue,202305,2025-06-27T04:56:03.765,,,AO,12,Donazione sangue,25
b9334b96d16ee2f3abe1550a,2,2024,247,MINISTERO DELLE IMPRESE E DEL MADE IN ITALY,BO,03,40,49,Donazione sangue,202402,2025-07-02T10:55:31.053,,,BO,03,Donazione sangue,40
8742c10bd0a73eba5b86b077,10,2023,247,MINISTERO DELLE IMPRESE E DEL MADE IN ITALY,FI,,46,1127,Aspettativa non retribuita,202310,2025-05-30T02:15:02.060,,,FI,02,Aspettativa non retribuita,46
49424c1a5d454df01cd982eb,11,2024,279,AVVOCATURA GENERALE DELLO STATO,BS,15,20 giorni,2463,Infortunio,202411,2025-09-17T20:09:23.243,,,BS,15,Infortunio,20
3531958225e10d1e0956b501,5,2023,288,MINISTERO DEGLI AFFARI ESTERI,CA,20,14,3419,Permesso legge 104,202305,2025-10-23T12:27:46.264,,,CA,20,Permesso legge 104,14
0a9b084ce77e730e97f46bf1,1,2024,145,MINISTERO DEL TURISMO,TS,01,25,1181,Permesso sindacale,202401,2025-03-14T11:57:03.330,,,TS,01,Permesso sindacale,25
f85ab68aba5d56a19ad4a3ed,1,2024,279,AVVOCATURA GENERALE DELLO STATO,FI,14,16,2285,Permesso sindacale,202401,2025-08-13T20:59:24.803,,,FI,14,Permesso sindacale,16
3d8124ba9ceaa44120c7f5ef,9,2023,188,AGENZIA DEL DEMANIO,LE,18,19,2457,Permesso legge 104,202309,2025-05-15T12:39:17.736,,,LE,18,Permesso legge 104,19
f9718df61eece86969eb51fe,1,2024,288,MINISTERO DEGLI AFFARI ESTERI,VR,14,48,116,Malattia,202401,2025-03-27T05:37:33.285,,,VR,14,Malattia,48
f810fc7bbc8e9884d843bddc,7,2023,279,AVVOCATURA GENERALE DELLO STATO,VR,13,32,553,Ferie,202307,2025-08-24T05:34:10.950,,,VR,13,Ferie,32
a5c896465296a87e5ad5d8da,2,2024,12,MINISTERO DELL'ISTRUZIONE E DEL MERITO,CT,05,20,3089,Permesso legge 104,202402,2025-02-23T17:01:42.720,,,CT,05,Permesso legge 104,20
454c87ada0c163432cf152ff,12,2023,201,MINISTERO DELL'AMBIENTE E DELLA SICUREZZA ENERGETICA,CZ,18,18,3758,Permesso legge 104,202312,2025-05-08T04:06:04.364,,,CZ,18,Permesso legge 104,18
7db26ed182797cdd7e539885,MAR,2024,174,MINISTERO DELLA CULTURA,RC,05,45,2414,Congedo parentale,202410,2025-06-13T07:26:57.714,,,RC,05,Congedo parentale,45
045e5ca9e73e6e82805e8216,11,2023,233,ISTITUTO NAZIONALE DI GEOFISICA E VULCANOLOGIA,CB,14,44,783,Infortunio,202311,2025-11-05T15:44:41.894,,,CB,14,Infortunio,44
022611e294df782496ef3c24,AGO,2024,34,MINISTERO DELLA GIUSTIZIA,RM,14,47,2175,Permesso legge 104,202408,2025-06-08T03:46:16.384,,,RM,14,Permesso legge 104,47
c8e4512e3b937b3058b08ba7,4,2024,78,AGENZIA DELLE ENTRATE,CT,08,35,3661,Permesso sindacale,202404,2025-09-26T21:02:33.886,,,CT,08,Permesso sindacale,35
352a54191823165ff73a7d1a,3,2024,91,ISTITUTO SUPERIORE DI SANITA',TN,05,21,1577,Ferie,202403,2025-07-09T14:37:41.834,,,TN,05,Ferie,21
03984e7336376361e44d8269,2,2024,258,AGENZIA ITALIANA PER LA COOPERAZIONE ALLO SVILUPPO,CZ,15,53,2642,Permesso sindacale,202402,07.10.2025,,,CZ,15,Permesso sindacale,53
6546c55cb1d84254568bc448,4,2024,103,CONSIGLIO NAZIONALE DELLE RICERCHE,CT,16,54,1884,Congedo matrimoniale,202404,2025-10-11T22:43:46.547,,,CT,16,Congedo matrimoniale,54
ad5607e95996c21d616ed7d8,6,2024,91,ISTITUTO SUPERIORE DI SANITA',CA,15,45,2337,Congedo parentale,202406,2025-05-01T00:22:43.435,,,CA,15,Congedo parentale,45
90d592064e170547b6175c9c,3,2023,258,AGENZIA ITALIANA PER LA COOPERAZIONE ALLO SVILUPPO,CB,11,54,3981,Congedo parentale,202303,19.05.2025,,,CB,11,Congedo parentale,54
17b062afff9bc2a779a4acb9,10,2024,56,MINISTERO DELLA DIFESA,SS,05,41,2326,Malattia,202410,28.02.2025,,,SS,05,Malattia,41
46149bc2d4e376ba46e0181e,2,2024,233,ISTITUTO NAZIONALE DI GEOFISICA E VULCANOLOGIA,,10,49,700,Congedo matrimoniale,202402,2025-06-21T10:00:44.393,,,AN,10,Congedo matrimoniale,49
cc546ef0c7f90cd227fa8d45,8,2024,201,MINISTERO DELL'AMBIENTE E DELLA SICUREZZA ENERGETICA,BO,19,29,1059,Infortunio,202408,2025-11-28T12:00:44.220,,,BO,19,Infortunio,29
22c2e3c3ca02abb882b2a979,10,2024,219,ENTE NAZIONALE PER L'AVIAZIONE CIVILE,PZ,04,9,849,Malattia,202410,2025-11-17T03:30:35.754,,,PZ,04,Malattia,9
b8c58b939437a260808d14bc,8,2023,288,MINISTERO DEGLI AFFARI ESTERI,LE,11,22,1543,Donazione sangue,202308,2025-03-05T20:36:10.425,,,LE,11,Donazione sangue,22
f2f218c8e7c5c0d3a529610b,11,2023,103,CONSIGLIO NAZIONALE DELLE RICERCHE,AQ,06,26,687,Congedo matrimoniale,202311,2025-08-15T23:20:15.291,,,AQ,06,Congedo matrimoniale,26
2ac0ea8ef77c14af1188757c,6,2024,103,CONSIGLIO NAZIONALE DELLE RICERCHE,GE,11,32,2035,Congedo matrimoniale,202406,2025-10-25T17:42:28.357,,,GE,11,Congedo matrimoniale,32
6c36beae805ba7bbde5dc209,3,2023,12,MINISTERO DELL'ISTRUZIONE E DEL MERITO,CA,10,26,181,Aspettativa non retribuita,202303,2025-05-31T17:12:36.762,,,CA,10,Aspettativa non retribuita,26
1755ad1ca6a40c6e4e608643,2,2023,145,MINISTERO DEL TURISMO,RM,18,14,1560,Infortunio,202302,2025-03-07T02:54:25.663,,,RM,18,Infortunio,14
963e7e8dc69f1a8d09d32ce4,1,2023,12,MINISTERO DELL'ISTRUZIONE E DEL MERITO,CT,19,55,1770,Congedo parentale,202301,2025-12-06T10:30:48.396,,,CT,19,Congedo parentale,55
f3eb9cc9f4fbf1c56fc88ca0,3,24,,CORTE DEI CONTI,TO,09,42,3784,Aspettativa non retribuita,202403,2025-03-11T17:03:38.849,,,TO,09,Aspettativa non retribuita,42
023790bd21188afc43ee8e73,Dicembre,2023,174,MINISTERO DELLA CULTURA,PZ,,48,656,Permesso legge 104,202312,2025-02-13T16:52:39.787,,,PZ,05,Permesso legge 104,48
7ea665651c54842a674f1b9e,8,2024,145,MINISTERO DEL TURISMO,FI,?,24,646,Permesso legge 104,202408,2025-02-19T17:21:58.599,,,FI,13,Permesso legge 104,24
0b0be65d2dd7fb6e937de26b,mese 7,2023,247,MINISTERO DELLE IMPRESE E DEL MADE IN ITALY,VR,n.d.,55,2505,Assenza per concorso,202307,2025-04-24T14:08:57.885,,,VR,18,Assenza per concorso,55
7135edc86c90d5c9af0e7aba,9,2023,12,MINISTERO DELL'ISTRUZIONE E DEL MERITO,MI,n.d.,20,2947,Malattia,202309,2025-05-17T06:50:09.356,,,MI,15,Malattia,20
fb059f76dc58c52d908463b9,8,2024,266,CORTE DEI CONTI,CA,15,-18,510,Permesso legge 104,202408,2025-07-26T02:12:04.606,,,CA,15,Permesso legge 104,35
cd388de19ee8ec1c053cc05d,5,2023,103,CONSIGLIO NAZIONALE DELLE RICERCHE,CZ,13,33,1192,Infortunio,202305,2025-04-09T07:24:49.338,,,CZ,13,Infortunio,33
6a552c90ecfebcb40a1ce008,9,2023,162,ISTITUTO NAZIONALE DI ASTROFISICA,CA,01,45,1821,Malattia,202309,2025-04-12T23:58:52.088,,,CA,01,Malattia,45
62341dd6f979f34272cfb2fe,4,2023,118,MINISTERO DELLE INFRASTRUTTURE E DEI TRASPORTI,AN,04,46 giorni,1680,Infortunio,202304,2025-05-10T10:00:06.671,,,AN,04,Infortunio,46
a69b3bf8deded8f25923510f,6,2023,219,ENTE NAZIONALE PER L'AVIAZIONE CIVILE,PA,06,22,3202,Congedo parentale,202306,2025-11-10T19:18:46.451,,,PA,06,Congedo parentale,22
