id_record,mese_competenza,codice_amministrazione,amministrazione,sigla_sindacale,descrizione_sindacale,numero_deleghe,importo_ritenuto,importo_versato,differenza,comparto,stato_flusso,note_operatore,Codice Amministrazione
6f07708a-2a9f-d010-3027-7212305a1265,2023-09,00078,AGENZIA DELLE ENTRATE,CONFSAL UNSA,Confederazione Sindacati Autonomi Lavoratori,273,10533.83,10240.4,293.43,FUNZIONI CENTRALI,CONSOLIDATO,,78
522507dc-f6ed-77dd-7211-e50a56332d29,2024-04,,MINISTERO DELL'AMBIENTE E DELLA SICUREZZA ENERGETICA,CGIL FP,Federazione Lavoratori Funzione Pubblica CGIL,757,12100.84,12082.99,17.85,FUNZIONI CENTRALI,CONSOLIDATO,,201
2b148242-86ba-366b-a977-4c1c27563321,2023-06,00034,MINISTERO DELLA GIUSTIZIA,CGIL FP,Federazione Lavoratori Funzione Pubblica CGIL,298,3027.52,2975.23,52.29,FUNZIONI CENTRALI,CONSOLIDATO,,34
d55a79bf-68f7-871c-2b52-a8f42b6d0b96,2023-02,00012,MINISTERO DELL'ISTRUZIONE E DEL MERITO,CONFSAL UNSA,Confederazione Sindacati Autonomi Lavoratori,"478,0",8168.24,8079.92,88.32,ISTRUZIONE E RICERCA,CONSOLIDATO,,12
6865467e-4e12-345d-4063-34f2cbda668a,2024-11,00091,ISTITUTO SUPERIORE DI SANITA',UIL PA,Unione Italiana Lavoratori PA,177,2181.39,2178.3,3.09,SANITA',CONSOLIDATO,,91
f231ff17-27c2-9a29-42bc-44df16405a52,2023-08,00118,MINISTERO DELLE INFRASTRUTTURE E DEI TRASPORTI,CONFSAL UNSA,Confederazione Sindacati Autonomi Lavoratori,334,100040,982.3,18.1,FUNZIONI CENTRALI,CONSOLIDATO,,118
f1462f4c-61cb-240a-08bb-c360065d2406,2024-01,00266,CORTE DEI CONTI,CGIL FP,Federazione Lavoratori Funzione Pubblica CGIL,722,1587.45,1566.79,20.66,FUNZIONI CENTRALI,CONSOLIDATO,,266
b8bdfd8e-8cfd-d4fb-c936-22e6d878d9e9,2023-09,00145,MINISTERO DEL TURISMO,INTESA FP,Intesa Funzione Pubblica,354,14336.49,14196.86,139.63,FUNZIONI CENTRALI,CONSOLIDATO,,145
f8c38147-fe33-a6a7-4d02-f4cfe4ac8942,2023-12,00219,ENTE NAZIONALE PER L'AVIAZIONE CIVILE,UIL PA,Unione Italiana Lavoratori PA,655,250.41,248.69,1.72,FUNZIONI CENTRALI,CONSOLIDATO,,219
abf8e194-416b-3fd9-b4bc-1d6873d2b082,2023-07,00034,MINISTERO DELLA GIUSTIZIA,CGIL FP,Federazione Lavoratori Funzione Pubblica CGIL,51,446472,4338.42,126.3,,CONSOLIDATO,,34
8d7df92a-cc85-fce2-648a-48a27e413d12,2024-05,00145,MINISTERO DEL TURISMO,SNALS,Sindacato Nazionale Autonomo Lavoratori Scuola,378,1890.46,1867.52,22.94,FUNZIONI CENTRALI,CONSOLIDATO,,145
dbcfeba2-1bd8-f7a0-4525-144dea9b8c92,2023-11,00288,MINISTERO DEGLI AFFARI ESTERI,CONFSAL UNSA,Confederazione Sindacati Autonomi Lavoratori,790,1839.02,1822.31,16.71,FUNZIONI CENTRALI,CONSOLIDATO,,288
c347d0b7-36f2-0c4a-f58d-756012b31d2a,2023-05,00078,AGENZIA DELLE ENTRATE,CGS,Confederazione Generale Sindacale,124,3476.24,3460.22,16.02,FUNZIONI CENTRALI,CONSOLIDATO,,78
c3fd37b2-afd3-8814-9c83-d18f2e5d9fb6,2024-02,00233,ISTITUTO NAZIONALE DI GEOFISICA E VULCANOLOGIA,UIL PA,Unione Italiana Lavoratori PA,829,33957.12,32954.1,1003.02,ISTRUZIONE E RICERCA,CONSOLIDATO,,233
3999eabb-3990-2159-5bb3-b0e4dcdb91e7,2024-04,00233,ISTITUTO NAZIONALE DI GEOFISICA E VULCANOLOGIA,CSE,Confederazione Sindacati Europei,566,6033.12,6028.87,4.25,ISTRUZIONE E RICERCA,CONSOLIDATO,,233
dca2396b-fe87-4148-141e-c6dc45db2f26,2024-05,00201,MINISTERO DELL'AMBIENTE E DELLA SICUREZZA ENERGETICA,UIL PA,--,618,29546.08,29302.23,243.85,FUNZIONI CENTRALI,CONSOLIDATO,,201
54e9b507-7e19-6021-f509-8a9dafe3cb15,2023-10,00247,MINISTERO DELLE IMPRESE E DEL MADE IN ITALY,CONFSAL UNSA,Confederazione Sindacati Autonomi Lavoratori,680,811.5,805.96,5.54,FUNZIONI CENTRALI,CONSOLIDATO,,247
184386d3-d4d5-8795-f1d7-f56611b04485,2023-04,00288,,CGIL FP,Federazione Lavoratori Funzione Pubblica CGIL,503,4747.63,4690.49,57.14,FUNZIONI CENTRALI,CONSOLIDATO,,288
f150e680-9050-408f-87e1-e13f20c193c9,2023-08,00012,MINISTERO DELL'ISTRUZIONE E DEL MERITO,CONFSAL UNSA,Confederazione Sindacati Autonomi Lavoratori,876,2230.17,2228.86,1.31,ISTRUZIONE E RICERCA,CONSOLIDATO,,12
eda6558f-a581-36a0-ade5-6e659f8274ea,2024-05,00247,MINISTERO DELLE IMPRESE E DEL MADE IN ITALY,USB PI,Unione Sindacale di Base,262,6756.01,6753.83,2.18,FUNZIONI CENTRALI,CONSOLIDATO,,247
04bd72d7-c9c7-8975-a4ba-11f51a3eb1af,2023-05,00091,ISTITUTO SUPERIORE DI SANITA',CGS,Confederazione Generale Sindacale,832,11997.41,11915.92,81.49,SANITA',CONSOLIDATO,,91
f0f3cc8f-f6c6-bce1-3f64-fcf85cfd8c7f,2024-01,00118,MINISTERO DELLE INFRASTRUTTURE E DEI TRASPORTI,CGS,Confederazione Generale Sindacale,474,243524,2425.47,9.77,FUNZIONI CENTRALI,CONSOLIDATO,,118
0ccb047e-da17-6866-e6f1-253919606d3f,2023-08,00103,CONSIGLIO NAZIONALE DELLE RICERCHE,UIL PA,Unione Italiana Lavoratori PA,831,1708.45,1692.3,16.15,ISTRUZIONE E RICERCA,CONSOLIDATO,,103
9eafea65-981a-8288-62b4-f3eb580b0477,2023-06,00127,AGENZIA NAZIONALE POLITICHE ATTIVE LAVORO,SNALS,Sindacato Nazionale Autonomo Lavoratori Scuola,454,53739.05,53267.27,471.78,FUNZIONI CENTRALI,CONSOLIDATO,,127
ff4f4f98-eeb8-8c09-5b90-a1f2e96af703,2024-04,00258,AGENZIA ITALIANA PER LA COOPERAZIONE ALLO SVILUPPO,SNALS,Sindacato Nazionale Autonomo Lavoratori Scuola,408,6860.65,6731.8,128.85,FUNZIONI CENTRALI,CONSOLIDATO,,258
f780af8e-c34c-3472-76b1-6edff0ea63a0,2023-08,00258,AGENZIA ITALIANA PER LA COOPERAZIONE ALLO SVILUPPO,SNALS,Sindacato Nazionale Autonomo Lavoratori Scuola,136,7421.0,7201.56,219.44,FUNZIONI CENTRALI,CONSOLIDATO,,258
201089dc-a21b-de81-39f6-de323612422a,2024-03,00247,MINISTERO DELLE IMPRESE E DEL MADE IN ITALY,ANIEF,Associazione Nazionale Insegnanti e Formatori,450,8303.76,8194.51,109.25,FUNZIONI CENTRALI,CONSOLIDATO,,247
9c646a60-8963-1d9a-f1d9-f6b3ba323aba,2023-09,00118,MINISTERO DELLE INFRASTRUTTURE E DEI TRASPORTI,CGS,Confederazione Generale Sindacale,60,1485.9,1445.89,40.01,FUNZIONI CENTRALI,CONSOLIDATO,,118
46b6c538-b361-8de0-c610-827d6d59e905,2023-08,00247,MINISTERO DELLE IMPRESE E DEL MADE IN ITALY,CSE ,Confederazione Sindacati Europei,448,3841.48,3744.66,96.82,FUNZIONI CENTRALI,CONSOLIDATO,,247
13b65d13-b2e6-383a-2068-4cdf72ed1ba3,2023-04,00103,CONSIGLIO NAZIONALE DELLE RICERCHE,CISL FP,Federazione Pubblica CISL,506,21725.84,21214.39,511.45,ISTRUZIONE E RICERCA,CONSOLIDATO,,103
86f57d9d-f749-0b9e-76fa-2b5a138b9572,2023-02,00056,MINISTERO DELLA DIFESA,CGS,Confederazione Generale Sindacale,571,3757.29,3742.43,14.86,SICUREZZA-DIFESA,CONSOLIDATO,,56
26c0ca42-2742-15cb-364b-2ca94550fdeb,2024-09,00233,ISTITUTO NAZIONALE DI GEOFISICA E VULCANOLOGIA,CONFSAL UNSA,Confederazione Sindacati Autonomi Lavoratori,"688,0",4104.45,4085.37,19.08,ISTRUZIONE E RICERCA,CONSOLIDATO,,233
0d81ea5c-1398-0081-3d93-ac304922f5a4,2023-01,00174,MINISTERO DELLA CULTURA,CISL FP ,Federazione Pubblica CISL,85,9467.34,9326.22,141.12,FUNZIONI CENTRALI,CONSOLIDATO,,174
bed7bf1e-61f6-120c-cfe2-e8f3095e72b8,2024-02,00288,MINISTERO DEGLI AFFARI ESTERI,UIL PA,Unione Italiana Lavoratori PA,855,30368.69,30304.79,63.9,FUNZIONI CENTRALI,CONSOLIDATO,,288
d62cabab-b14e-554c-42ae-5752e26a53a7,2024-04,00012,MINISTERO DELL'ISTRUZIONE E DEL MERITO,SNALS,Sindacato Nazionale Autonomo Lavoratori Scuola,157,4280.27,4234.07,46.2,ISTRUZIONE E RICERCA,CONSOLIDATO,,12
748c255d-8403-f6c9-eacb-9fc6e8d0f557,2023-09,00233,ISTITUTO NAZIONALE DI GEOFISICA E VULCANOLOGIA,ANIEF,Associazione Nazionale Insegnanti e Formatori,201,6089.04,6081.04,8.0,ISTRUZIONE E RICERCA,CONSOLIDATO,,233
cd7785ce-6694-b445-21fe-842f2f236287,2023-11,00145,MINISTERO DEL TURISMO,CGIL FP,Federazione Lavoratori Funzione Pubblica CGIL,564,1195.68,1194.57,384.25,FUNZIONI CENTRALI,CONSOLIDATO,,145
a31059c1-8e01-2f3c-6245-4f9f22a10b87,2023-07,00174,MINISTERO DELLA CULTURA,CSE,Confederazione Sindacati Europei,783,3835.42,3792.61,42.81,FUNZIONI CENTRALI,CONSOLIDATO,,174
34cc5084-183c-4e2e-213b-6d71b10182bb,2024-02,00078,AGENZIA DELLE ENTRATE,FLP,Federazione Lavoratori Pubblici,"868,0",1554.45,1530.42,24.03,FUNZIONI CENTRALI,CONSOLIDATO,,78
7010aafb-3a93-f80e-1e14-c232456ba20c,2024-01,00279,AVVOCATURA GENERALE DELLO STATO,ANIEF,Associazione Nazionale Insegnanti e Formatori,582,33555.44,33107.13,448.31,FUNZIONI CENTRALI,CONSOLIDATO,,279
3e61e1f5-7101-0489-5391-cd2e2a9c71d0,2023-02,00103,CONSIGLIO NAZIONALE DELLE RICERCHE,CGIL FP,Federazione Lavoratori Funzione Pubblica CGIL,251,4051.2,3997.62,53.58,ISTRUZIONE E RICERCA,CONSOLIDATO,,103
ebe16fb7-706f-8512-b7a8-9b2f4a2ee333,2024-08,00188,AGENZIA DEL DEMANIO,DIRSTAT,Federazione Dirigenti Statali,622,3637.29,3609.79,27.5,FUNZIONI CENTRALI,CONSOLIDATO,,188
1e612bdf-6e63-91c5-361c-b8ecd4aa8e3b,2023-03,ND,AGENZIA DELLE ENTRATE,CGIL FP,Federazione Lavoratori Funzione Pubblica CGIL,766,2457.04,2419.95,37.09,FUNZIONI CENTRALI,CONSOLIDATO,,78
e0158d5c-6130-da5f-6f92-f097bb345c7b,2024-05,00258,AGENZIA ITALIANA PER LA COOPERAZIONE ALLO SVILUPPO,ANIEF,Associazione Nazionale Insegnanti e Formatori,394,5047.94,5025.23,22.71,FUNZIONI CENTRALI,CONSOLIDATO,,258
85182031-876e-25b4-d4fa-82d2cb4f75e2,2024-01,00174,MINISTERO DELLA CULTURA,UIL PA,Unione Italiana Lavoratori PA,134,6459.3,6339.03,120.27,FUNZIONI CENTRALI,CONSOLIDATO,,174
ad4ba0ee-bfb3-c1ba-2baa-91537f7bbdb2,2023-01,00288,MINISTERO DEGLI AFFARI ESTERI,CGIL FP,Federazione Lavoratori Funzione Pubblica CGIL,867,2513.82,2476.68,37.14,FUNZIONI CENTRALI,CONSOLIDATO,,288
8bbb719f-c9bd-470d-39be-df14af7f73a9,2023-04,00078,AGENZIA DELLE ENTRATE,CGS,Confederazione Generale Sindacale,655,1284.71,1267.49,17.22,FUNZIONI CENTRALI,CONSOLIDATO,,78
ee277b52-05be-bda1-d69f-44266cb5146d,2024-08,00247,MINISTERO DELLE IMPRESE E DEL MADE IN ITALY,FLP,Federazione Lavoratori Pubblici,281,12366.18,12242.23,123.95,FUNZIONI CENTRALI,CONSOLIDATO,,247
85bbc01a-9f71-db14-abd4-3b7f23328a22,2023-05,00056,MINISTERO DELLA DIFESA,INTESA FP,Intesa Funzione Pubblica,327,3111317,31096.04,17.13,SICUREZZA-DIFESA,CONSOLIDATO,,56
18836a5e-0e54-400f-7bc0-82514c26098f,2024-01,ND,ISTITUTO SUPERIORE DI SANITA',CGIL FP,Federazione Lavoratori Funzione Pubblica CGIL,511,2113.81,2093.26,20.55,,CONSOLIDATO,rettifica manuale,91
6af81ecf-3436-b802-a2b1-b9b9fea40098,2024-02,00162,ISTITUTO NAZIONALE DI ASTROFISICA,CONFSAL UNSA,Confederazione Sindacati Autonomi Lavoratori,309,16435.38,16371.86,63.52,ISTRUZIONE E RICERCA,CONSOLIDATO,,162
db109bf8-3f8f-4cdb-9a2c-e4ec6eb26711,2024-11,00174,MINISTERO DELLA CULTURA,UIL PA,Unione Italiana Lavoratori PA,795,602.59,595.64,6.95,FUNZIONI CENTRALI,CONSOLIDATO,,174
65ad60b7-36a1-9234-fb2a-3b442343a52d,2024-06,00201,MINISTERO DELL'AMBIENTE E DELLA SICUREZZA ENERGETICA,CGS,--,39,1526.18,1490.77-,35.41,FUNZIONI CENTRALI,CONSOLIDATO,,201
de083619-8d98-a425-6bec-ad7016040716,2024-03,00012,MINISTERO DELL'ISTRUZIONE E DEL MERITO,ANIEF,Associazione Nazionale Insegnanti e Formatori,593,4929.01,4864.58,64.43,ISTRUZIONE E RICERCA,CONSOLIDATO,,12
6a6034d1-c874-8239-8460-6565911d7d1e,2023-10,00127,AGENZIA NAZIONALE POLITICHE ATTIVE LAVORO,UIL PA,Unione Italiana Lavoratori PA,41,18520.0,18468.56,51.44,FUNZIONI CENTRALI,CONSOLIDATO,,127
72538aad-95a1-b7b8-78f3-26d69b6600b3,2024-11,00188,AGENZIA DEL DEMANIO,CGS,Confederazione Generale Sindacale,534,2796.94,2732.59,64.35,FUNZIONI CENTRALI,CONSOLIDATO,rettifica manuale,188
26431690-6eab-091a-6254-805318c4e3dc,2023-11,00078,AGENZIA DELLE ENTRATE,INTESA FP,Intesa Funzione Pubblica,497,3041.04,2977.82,63.22,FUNZIONI CENTRALI,CONSOLIDATO,,78
515c7ace-5c45-684f-ebca-1c8f97d55d28,2023-06,00247,MINISTERO DELLE IMPRESE E DEL MADE IN ITALY,FLP,Federazione Lavoratori Pubblici,650,2809.27,2787.3,21.97,FUNZIONI CENTRALI,CONSOLIDATO,,247
0936fb5a-a2ad-f0f8-f006-9ee62a4af385,2023-02,00127,AGENZIA NAZIONALE POLITICHE ATTIVE LAVORO,FLP,Federazione Lavoratori Pubblici,195,627.23,623.89,3.34,FUNZIONI CENTRALI,CONSOLIDATO,,127
4449dd62-57ca-de52-b7e0-f413704a508a,2024-11,00145,MINISTERO DEL TURISMO,CGS,Confederazione Generale Sindacale,169,43451.2,42920.97,530.23,FUNZIONI CENTRALI,CONSOLIDATO,,145
dc25c03b-2597-a31d-ad2e-11eb1871574c,2023-02,00127,AGENZIA NAZIONALE POLITICHE ATTIVE LAVORO,USB PI,Unione Sindacale di Base,703,1882.23,1879.89,2.34,FUNZIONI CENTRALI,CONSOLIDATO,,127
11f3d126-7c64-8617-aa1a-7e9edf9408f5,2024-01,00091,ISTITUTO SUPERIORE DI SANITA',CGIL FP,Federazione Lavoratori Funzione Pubblica CGIL,140,447.07,443.85,3.22,SANITA',CONSOLIDATO,,91
1ed560ab-07db-c3ba-cb79-f05e17d95a56,2024-05,00078,AGENZIA DELLE ENTRATE,CONFSAL UNSA,Confederazione Sindacati Autonomi Lavoratori,354,6091.66,6021.8,69.86,FUNZIONI CENTRALI,CONSOLIDATO,,78
24f385a9-4a73-027d-f234-fb65dc5dec4c,2023-12,00188,AGENZIA DEL DEMANIO,CISL FP,Federazione Pubblica CISL,461,10046.06,9881.05,165.01,FUNZIONI CENTRALI,CONSOLIDATO,,188
4fc8956b-145d-cc50-b693-03f9eabb9d31,2023-08,00012,MINISTERO DELL'ISTRUZIONE E DEL MERITO,CISL FP,Federazione Pubblica CISL,525,3568.31,3563.02,5.29,ISTRUZIONE E RICERCA,CONSOLIDATO,,12
979ada61-4aa1-9bd1-5364-b94b2a7c9011,2023-08,,AGENZIA ITALIANA PER LA COOPERAZIONE ALLO SVILUPPO,CGIL FP,Federazione Lavoratori Funzione Pubblica CGIL,396,18932.22,18577.99,354.23,FUNZIONI CENTRALI,CONSOLIDATO,,258
bb7b40fe-ae85-e303-64c0-32b5560cf183,2024-10,00258,AGENZIA ITALIANA PER LA COOPERAZIONE ALLO SVILUPPO,ANIEF,Associazione Nazionale Insegnanti e Formatori,643,4340.53,4319.4,21.13,FUNZIONI CENTRALI,CONSOLIDATO,,258
90cc8480-b76d-27c6-5b48-42a4edf142aa,2023-05,00247,MINISTERO DELLE IMPRESE E DEL MADE IN ITALY,CONFSAL UNSA,Confederazione Sindacati Autonomi Lavoratori,691,5086.44,5062.85,23.59,FUNZIONI CENTRALI,CONSOLIDATO,,247
67ad222e-6fcd-234e-1322-2d2c3f59ca69,2024-09,00145,MINISTERO DEL TURISMO,CISL FP,Federazione Pubblica CISL,296,2204.17,2198.03,6.14,FUNZIONI CENTRALI,CONSOLIDATO,,145
9a757ea1-655c-2270-395e-7bde7e250531,2024-12,00078,AGENZIA DELLE ENTRATE,CGS,Confederazione Generale Sindacale,26,1961.39,1955.21,6.18,FUNZIONI CENTRALI,CONSOLIDATO,,78
ca2ac5cf-5a98-5c18-6d6b-479884c67a77,2024-08,00162,ISTITUTO NAZIONALE DI ASTROFISICA,UIL PA,Unione Italiana Lavoratori PA,311,5645.35,5589.29,56.06,ISTRUZIONE E RICERCA,CONSOLIDATO,,162
f202bff8-2c02-2f5b-4e81-7adbe8baaacb,2023-11,00078,AGENZIA DELLE ENTRATE,UIL PA,Unione Italiana Lavoratori PA,666,26706.39,26317.06,389.33,FUNZIONI CENTRALI,CONSOLIDATO,,78
6444f733-4d92-b4ab-02b5-b88419b7bd1e,2023-02,00118,MINISTERO DELLE INFRASTRUTTURE E DEI TRASPORTI,CISL FP,Federazione Pubblica CISL,130,227147,2206.5,64.97,FUNZIONI CENTRALI,CONSOLIDATO,,118
7aa6e9e8-10ce-d50c-4084-45e7f7509174,2024-10,00288,MINISTERO DEGLI AFFARI ESTERI,CONFSAL UNSA,Confederazione Sindacati Autonomi Lavoratori,26,1301.87,1273.86,28.01,FUNZIONI CENTRALI,CONSOLIDATO,,288
27c9bc45-e941-e936-ea3c-8d0ba5e0f4db,2024-01,,MINISTERO DELLA GIUSTIZIA,SNALS,Sindacato Nazionale Autonomo Lavoratori Scuola,623,174046,1694.18,46.28,FUNZIONI CENTRALI,CONSOLIDATO,,34
aa5ebe04-1d96-18e1-32a0-337ae74d5312,2023-01,00219,ENTE NAZIONALE PER L'AVIAZIONE CIVILE,CONFSAL UNSA,Confederazione Sindacati Autonomi Lavoratori,886,23399.81,22699.46,700.35,FUNZIONI CENTRALI,CONSOLIDATO,,219
16bba284-85bc-4512-608c-003d86136a72,2024-04,00103,CONSIGLIO NAZIONALE DELLE RICERCHE,ANIEF,Associazione Nazionale Insegnanti e Formatori,455,524.1,510.12,13.98,ISTRUZIONE E RICERCA,CONSOLIDATO,,103
a67136c1-c893-9b58-8562-c3f26d8ce363,2023-05,00288,MINISTERO DEGLI AFFARI ESTERI,DIRSTAT,Federazione Dirigenti Statali,545,1192.47,1186.98,5.49,FUNZIONI CENTRALI,CONSOLIDATO,,288
2055db6b-b149-dc12-f1c7-a20625b85822,2024-04,00078,AGENZIA DELLE ENTRATE,CISL FP,Federazione Pubblica CISL,212,2395.63,2370.62,25.01,FUNZIONI CENTRALI,CONSOLIDATO,,78
6fbc7414-0033-b2c1-92cc-1018212ecb59,2023-02,00258,AGENZIA ITALIANA PER LA COOPERAZIONE ALLO SVILUPPO,CGIL FP,Federazione Lavoratori Funzione Pubblica CGIL,675,7630.18,7601.51,28.67,FUNZIONI CENTRALI,CONSOLIDATO,,258
0f27a903-6331-7a98-a78f-d7a151d24c41,2024-04,00258,AGENZIA ITALIANA PER LA COOPERAZIONE ALLO SVILUPPO,CGIL FP,Federazione Lavoratori Funzione Pubblica CGIL,15,8670.4,8422.58,247.82,FUNZIONI CENTRALI,CONSOLIDATO,,258
624cfa69-7e82-a015-9aaa-4f11ddc351d4,2024-10,00103,CONSIGLIO NAZIONALE DELLE RICERCHE,SNALS,Sindacato Nazionale Autonomo Lavoratori Scuola,626,11031.3,10801.87,229.43,ISTRUZIONE E RICERCA,CONSOLIDATO,,103
45c2c3b0-51c3-aff0-6730-49bbb17560db,2023-09,00145,MINISTERO DEL TURISMO,CGIL FP,,4,5813.82,5745.82-,68.0,FUNZIONI CENTRALI,CONSOLIDATO,,145
34049041-5acf-eded-3be4-9deb71bcbe03,2023-11,00174,MINISTERO DELLA CULTURA,SNALS,Sindacato Nazionale Autonomo Lavoratori Scuola,712,3681.77,3674.28,7.49,FUNZIONI CENTRALI,CONSOLIDATO,,174
ec9f1c64-0351-15d4-4a6b-0885b011aeb3,2023-01,00162,ISTITUTO NAZIONALE DI ASTROFISICA,DIRSTAT,Federazione Dirigenti Statali,98,4990.24,4850.29,139.95,ISTRUZIONE E RICERCA,CONSOLIDATO,,162
f3a7e0d3-03a4-d650-8571-53265e898eb0,2024-04,00127,AGENZIA NAZIONALE POLITICHE ATTIVE LAVORO,CONFSAL UNSA,Confederazione Sindacati Autonomi Lavoratori,319,1522.7,1499.68,23.02,FUNZIONI CENTRALI,CONSOLIDATO,,127
ada9643c-d7f8-aa4c-0a04-796d3e1bc5ae,2024-02,00091,ISTITUTO SUPERIORE DI SANITA',CISL FP,Federazione Pubblica CISL,86,9124.17,8942.64,181.53,SANITA',CONSOLIDATO,,91
65a5d6ef-d456-db44-34c5-941bdb4a46c2,2024-01,00233,ISTITUTO NAZIONALE DI GEOFISICA E VULCANOLOGIA,CISL FP,Federazione Pubblica CISL,646,1298.3,1283.63,14.67,ISTRUZIONE E RICERCA,CONSOLIDATO,,233
1bdd9da1-8142-986d-b545-62051c28464d,2023-10,00127,AGENZIA NAZIONALE POLITICHE ATTIVE LAVORO,CISL FP,Federazione Pubblica CISL,244,1423.58,1401.79,21.79,FUNZIONI CENTRALI,CONSOLIDATO,,127
6ed2dc7d-a0ff-72f6-40c5-8a9546cf282c,2023-09,00288,MINISTERO DEGLI AFFARI ESTERI,ANIEF,Associazione Nazionale Insegnanti e Formatori,9,1222.23,1210.98,11.25,FUNZIONI CENTRALI,CONSOLIDATO,,288
ffe69b47-5673-74e4-9c4a-ed19c0326d43,2024-01,00174,ND,UIL PA,Unione Italiana Lavoratori PA,195,2950.36,2893.04,57.32,FUNZIONI CENTRALI,CONSOLIDATO,,174
67bc001d-ba77-b177-4b2a-4cf0953bfa32,2024-04,00145,MINISTERO DEL TURISMO,CGS,Confederazione Generale Sindacale,797,4472.54,4469.28,-261.46,FUNZIONI CENTRALI,CONSOLIDATO,,145
afef3859-7bff-02ff-e720-2f767c304db3,2023-05,00219,ENTE NAZIONALE PER L'AVIAZIONE CIVILE,CISL FP,Federazione Pubblica CISL,809,55579.14,55049.14,530.0,FUNZIONI CENTRALI,CONSOLIDATO,,219
95c93433-ef5f-6660-8e4a-8b99555d7da6,2024-06,00162,ISTITUTO NAZIONALE DI ASTROFISICA,CONFSAL UNSA,Confederazione Sindacati Autonomi Lavoratori,30,1043.8,1028.91,14.89,ISTRUZIONE E RICERCA,CONSOLIDATO,,162
93cf1542-ba54-f94b-8b9a-09046a1a95ae,2024-03,00127,AGENZIA NAZIONALE POLITICHE ATTIVE LAVORO,CONFSAL UNSA,Confederazione Sindacati Autonomi Lavoratori,338,1719.88,1696.95-,22.93,FUNZIONI CENTRALI,CONSOLIDATO,,127
f3c03f3d-aa5c-86be-3526-f60060d72d80,2023-07,00201,MINISTERO DELL'AMBIENTE E DELLA SICUREZZA ENERGETICA,UIL PA,Unione Italiana Lavoratori PA,218,34517.05,33715.39,801.66,FUNZIONI CENTRALI,CONSOLIDATO,rettifica manuale,201
5e7882f4-2a59-82e4-f1e4-55ab4f1db605,2023-07,00103,CONSIGLIO NAZIONALE DELLE RICERCHE,SNALS,Sindacato Nazionale Autonomo Lavoratori Scuola,687,2131.25,2080.91,50.34,ISTRUZIONE E RICERCA,CONSOLIDATO,,103
86afbce0-a360-e1a1-529a-1b41f6f6cdb5,2024-06,00034,MINISTERO DELLA GIUSTIZIA,SNALS,Sindacato Nazionale Autonomo Lavoratori Scuola,890,2047998,20381.72,98.26,FUNZIONI CENTRALI,CONSOLIDATO,,34
95851fbe-e5ef-bf9e-526c-62cb50fb67fb,2023-02,00034,MINISTERO DELLA GIUSTIZIA,USB PI,Unione Sindacale di Base,552,1640763,16233.85,45.72,FUNZIONI CENTRALI,CONSOLIDATO,,34
10bca762-90be-b90d-8174-33344de3ae0e,2024-08,00034,MINISTERO DELLA GIUSTIZIA,CGIL FP,Federazione Lavoratori Funzione Pubblica CGIL,754,14662.71,14255.15,407.56,FUNZIONI CENTRALI,CONSOLIDATO,,34
1074efd9-14f6-6621-978a-5c2a67fd292c,2024-07,00258,AGENZIA ITALIANA PER LA COOPERAZIONE ALLO SVILUPPO,ANIEF,Associazione Nazionale Insegnanti e Formatori,76,13104.6,13028.74,75.86,FUNZIONI CENTRALI,CONSOLIDATO,,258
27afa117-0fc0-d1e9-5047-2a877be66f59,2024-02,00012,MINISTERO DELL'ISTRUZIONE E DEL MERITO,CONFSAL UNSA,Confederazione Sindacati Autonomi Lavoratori,119,6055.84,6050.27,5.57,ISTRUZIONE E RICERCA,CONSOLIDATO,,12
63936bcd-efa0-d060-7b52-87ad1d3f76d2,2024-09,00034,MINISTERO DELLA GIUSTIZIA,CGIL FP,Federazione Lavoratori Funzione Pubblica CGIL,218,88426,865.86,18.4,FUNZIONI CENTRALI,CONSOLIDATO,,34
879d671c-cc8e-3aea-f59c-60ab53742c64,2023-03,,AVVOCATURA GENERALE DELLO STATO,anief,Associazione Nazionale Insegnanti e Formatori,680,18307.9,17863.42,444.48,FUNZIONI CENTRALI,CONSOLIDATO,,279
5b0179b8-c647-24c7-adc1-9a67a38adc09,2024-08,00103,CONSIGLIO NAZIONALE DELLE RICERCHE,DIRSTAT,Federazione Dirigenti Statali,887,21797.74,21535.94,261.8,ISTRUZIONE E RICERCA,CONSOLIDATO,,103
385e91b1-3983-b6bc-c545-02cf131b6826,2024-03,00247,MINISTERO DELLE IMPRESE E DEL MADE IN ITALY,USB PI,Unione Sindacale di Base,36,10132.99,9999.83,133.16,FUNZIONI CENTRALI,CONSOLIDATO,,247
34575024-40c2-b3ed-6371-35647c4f4c41,2023-01,00247,MINISTERO DELLE IMPRESE E DEL MADE IN ITALY,SNALS,Sindacato Nazionale Autonomo Lavoratori Scuola,857,2034.73,1996.39,38.34,FUNZIONI CENTRALI,CONSOLIDATO,,247
40316133-6274-d94d-3416-be22494aa3fe,2023-10,00219,ENTE NAZIONALE PER L'AVIAZIONE CIVILE,CGS,Confederazione Generale Sindacale,63,20100.62,19585.63,514.99,FUNZIONI CENTRALI,CONSOLIDATO,,219
729555f2-097b-ce4b-1ea9-9d3f23811294,2024-12,00145,MINISTERO DEL TURISMO,FLP,Federazione Lavoratori Pubblici,95,4505.42,4408.64,96.78,FUNZIONI CENTRALI,CONSOLIDATO,,145
