_id,periodo,cod_ente,denominazione_ente,cod_gestione,gestione,cod_voce,voce_contributiva,imponibile,contributo,aliquota,ripartizione_geografica,data_estrazione,annotazioni,sistema_origine,Gestione,cod voce ext
fe3606489e6532af28f8fbe8,202307,279,,3,Cassa previdenza dipendenti enti locali,13,Contributo assistenza,326743.12,5260.56,1.61,Centro,2024-02-26T04:04:26.156,,,Cassa previdenza dipendenti enti locali,13
ab847926071881cc03634610,202311,174,MINISTERO DELLA CULTURA,1,Fondo pensioni lavoratori dipendenti,10,Contributo IVS a carico ente,133960.67,11788.54,8.8,Nord-est,2025-04-20T19:19:34.725,,,Fondo pensioni lavoratori dipendenti,10
a4108feeece243700c707b57,202310,34,MINISTERO DELLA GIUSTIZIA,5,Assicurazione generale obbligatoria,13,Contributo assistenza,"817.929,35",197938.9,24.2,Sud,2024-07-03T21:38:29.903,,,Assicurazione generale obbligatoria,13
ce90caa9e747ae75978044f1,202404,188,AGENZIA DEL DEMANIO,1,Fondo pensioni lavoratori dipendenti,19,Contributo ANF,184327.33,44607.20999999937,24.2,Nord-ovest,2024-10-04T22:20:52.401,,,Fondo pensioni lavoratori dipendenti,19
41fdd9799ac66e70815d368c,202405,233,ISTITUTO NAZIONALE DI GEOFISICA E VULCANOLOGIA,2,Gestione separata,13,Contributo assistenza,868121.84,286480.21,33.0,Sud,2024-09-08T05:45:46.123,,,Gestione separata,13
81b2c73902fc35d2e6251891,202312,174,MINISTERO DELLA CULTURA,3,Cassa previdenza dipendenti enti locali,17,Contributo ENPDEP,268916.66,4329.56,1.61,Centro,2024-10-15T12:42:54.841,,,Cassa previdenza dipendenti enti locali,17
1d0762df25fbdab74a5bfb44,202304,219,ENTE NAZIONALE PER L'AVIAZIONE CIVILE,2,Gestione separata,12,Contributo TFR,354865.13,5713.33,1.61,Centro,2025-04-27T13:03:11.863,,,Gestione separata,12
7c16e6e03a1f47943272bc7b,202408,233,ISTITUTO NAZIONALE DI GEOFISICA E VULCANOLOGIA,1,Fondo pensioni lavoratori dipendenti,17,Contributo ENPDEP,188172.99,62097.08999999964,33.0,Centro,2024-05-27T09:44:42.332,,,Fondo pensioni lavoratori dipendenti,17
9be5f5cc152a699ba69749f6,202309,201,MINISTERO DELL'AMBIENTE E DELLA SICUREZZA ENERGETICA,4,Fondo credito,10,Contributo IVS a carico ente,160055.19,38093.14,23.8,Centro,11/04/2024,,,Fondo credito,10
ee5c87e8994e8c5b6d804374,202310,219,ENTE NAZIONALE PER L'AVIAZIONE CIVILE,5,Assicurazione generale obbligatoria,17,Contributo ENPDEP,74650.23,6569.22,8.8,Sud,2024-05-15T23:58:57.826,,,Assicurazione generale obbligatoria,17
f554d8235140f4852a826bf2,202402,12,MINISTERO DELL'ISTRUZIONE E DEL MERITO,4,Fondo credito,11,Contributo IVS a carico dipendente,476404.41,41923.59,8.8,Centro,2024-12-25T22:41:25.648,,,Fondo credito,11
aaebccc014409b1303089fe1,202409,188,AGENZIA DEL DEMANIO,4,Fondo credito,15,Contributo disoccupazione,103672.78,9123.2,8.8,Nord-ovest,2025-03-04T21:36:40.123,,,Fondo credito,15
0804812c09c4d96b7fc783f3,202308,174,MINISTERO DELLA CULTURA,4,Fondo credito,14,Contributo maternita',226924.26,19969.33,8.8,Sud,2025-01-16T07:49:55.948,,,Fondo credito,14
48d4a756dc3eb1e2ab811cd2,202405,12,MINISTERO DELL'ISTRUZIONE E DEL MERITO,3,Cassa previdenza dipendenti enti locali,12,Contributo TFR,"99.880,61",32960.6,33.0,Sud,2025-05-20T19:33:05.769,,,Cassa previdenza dipendenti enti locali,12
ceb1ec8d547fe96906eb064f,202308,162,ISTITUTO NAZIONALE DI ASTROFISICA,1,Fondo pensioni lavoratori dipendenti,10,Contributo IVS a carico ente,1027885.92,94462.72,9.19,Sud,2024-02-21T02:31:38.511,,SIPA,Fondo pensioni lavoratori dipendenti,10
d98b6d71d561c3835b566134,02/2023,118,MINISTERO DELLE INFRASTRUTTURE E DEI TRASPORTI,5,Assicurazione generale obbligatoria,12,Contributo TFR,411827.07,99662.15,24.2,Centro,2025-04-26T13:00:17.138,,,Assicurazione generale obbligatoria,12
9ff76097142f07d38fe19846,202308,145,MINISTERO DEL TURISMO,3,Cassa previdenza dipendenti enti locali,16,Contributo fondo credito,"30.259,78",9985.73,33.0,Nord-est,2025-02-10T12:55:50.908,verifica in corso,,Cassa previdenza dipendenti enti locali,16
0ea922260f4da3789adb46e8,202412,56,MINISTERO DELLA DIFESA,1,Fondo pensioni lavoratori dipendenti,12,Contributo TFR,"141.272,85",4068.6600000011244,2.88,Sud,2024-03-28T11:11:33.765,,,Fondo pensioni lavoratori dipendenti,12
c0bede15e760f5b11541a90c,2024-03,279,AVVOCATURA GENERALE DELLO STATO,1,Fondo pensioni lavoratori dipendenti,17,Contributo ENPDEP,137820.06,12665.66,9.19,Isole,2024-04-24T07:53:56.863,,,Fondo pensioni lavoratori dipendenti,17
6a671bb84410b038b7da6b80,202402,34,MINISTERO DELLA GIUSTIZIA,3,Cassa previdenza dipendenti enti locali,17,Contributo ENPDEP,117325.62,3378.98,2.88,Nord-est,2024-07-25T04:21:16.463,,,Cassa previdenza dipendenti enti locali,17
d0f66f76dc37bcb8611c706e,202311,145,MINISTERO DEL TURISMO,2,Gestione separata,10,Contributo IVS a carico ente,187634.62,61919.42,33.0,Nord-est,2024-06-20T18:08:02.904,,,Gestione separata,10
624a2ed2b2fec67d0844e557,202308,78,AGENZIA DELLE ENTRATE,3,Cassa previdenza dipendenti enti locali,17,Contributo ENPDEP,"109.438,00",36114.54,33.0,Centro,2024-08-27T00:42:02.482,,,Cassa previdenza dipendenti enti locali,17
205d3e2eb7580f41de75af1e,202401,103,CONSIGLIO NAZIONALE DELLE RICERCHE,4,Fondo credito,13,Contributo assistenza,656918.71,156346.65,***,Sud,2024-02-26T05:14:49.399,,,Fondo credito,13
21a59472b0e565aac3ebff8e,202405,188,AGENZIA DEL DEMANIO,2,Gestione separata,14,Contributo maternita',30947.38,891.28,2.88,Centro,2025-04-26T04:18:03.308,,,Gestione separata,14
a0e2f92475536f3a0689def1,202402,279,NON DISPONIBILE,4,Fondo credito,13,Contributo assistenza,398070.88,11464.44,2.88,Nord-ovest,2024-05-23T17:55:36.146,,,Fondo credito,13
98bb039c108a5464fc1e549d,202401,145,MINISTERO DEL TURISMO,4,Fondo credito,14,Contributo maternita',"365.991,05",120777.05,33.0,Nord-ovest,2024-10-02T14:56:32.919,,SIPA,Fondo credito,14
40e7b384b7704de5ec6adee3,202307,247,MINISTERO DELLE IMPRESE E DEL MADE IN ITALY,1,Fondo pensioni lavoratori dipendenti,18,Contributo malattia,100620.1,9246.99,9.19,Sud,2025-03-07T09:14:13.407,verifica in corso,,Fondo pensioni lavoratori dipendenti,18
f8f41d97967bf83e60af9080,202303,201,MINISTERO DELL'AMBIENTE E DELLA SICUREZZA ENERGETICA,2,Gestione separata,14,,802279.75,12916.7,1.61,Centro,2024-04-24T03:19:11.444,,,Gestione separata,14
1eeefa4cbfe9069ed42d5d42,202405,34,MINISTERO DELLA GIUSTIZIA,4,Fondo credito,11,Contributo IVS a carico dipendente,149964.51,13196.88,8.8,Nord-ovest,2024-03-03T01:08:52.485,,,Fondo credito,11
364529c3728724d8bd3f79ef,202308,288,MINISTERO DEGLI AFFARI ESTERI,2,Gestione separata,18,Contributo malattia,319529.35,76047.99,23.8,Centro,2025-03-07T21:09:28.392,,SIPA,Gestione separata,18
4a9a382933198ad52ed3d571,202401,219,ENTE NAZIONALE PER L'AVIAZIONE CIVILE,3,Cassa previdenza dipendenti enti locali,18,Contributo malattia,35805.07,576.46,1.61,Nord-ovest,2024-05-27T05:40:46.847,,,Cassa previdenza dipendenti enti locali,18
a943fab84ed047e852a15b03,202303,233,ISTITUTO NAZIONALE DI GEOFISICA E VULCANOLOGIA,5,Assicurazione generale obbligatoria,12,Contributo TFR,51776.57,4758.269999999734,9.19,Nord-ovest,2025-02-04T12:51:26.530,,,Assicurazione generale obbligatoria,12
c70aa93293d14c2e7f82ab91,202411,162,ISTITUTO NAZIONALE DI ASTROFISICA,5,Assicurazione generale obbligatoria,11,,28209.64,9309.18,33.0,Nord-est,2024-03-04T21:18:28.775,,,Assicurazione generale obbligatoria,11
d01bbf5a4db82dc90eb1e179,202302,266,CORTE DEI CONTI,3,Cassa previdenza dipendenti enti locali,17,Contributo ENPDEP,315030.58,9072.88,2.88,Nord-est,2024-10-12T20:43:10.766,,,Cassa previdenza dipendenti enti locali,17
9af7a73a0abe5403a5437718,202404,,ISTITUTO SUPERIORE DI SANITA',5,Assicurazione generale obbligatoria,18,Contributo malattia,257794.89,85072.31,33.0,Sud,2024-03-11T19:03:41.860,,,Assicurazione generale obbligatoria,18
e078de4c9ac2d2cfc9b9d75d,202302,162,ISTITUTO NAZIONALE DI ASTROFISICA,4,Fondo credito,17,Contributo ENPDEP,280899.82,8089.91,2.88,Sud,2024-11-29T07:32:17.024,,,Fondo credito,17
87b9e4fd003402120810eaba,202407,162,ISTITUTO NAZIONALE DI ASTROFISICA,5,Assicurazione generale obbligatoria,17,Contributo ENPDEP,96947.55,8909.48,9.19,Centro,2024-02-01T13:45:29.944,,,Assicurazione generale obbligatoria,17
a19ca6dfd37facb504a76182,2024-05,219,ENTE NAZIONALE PER L'AVIAZIONE CIVILE,5,Assicurazione generale obbligatoria,15,Contributo disoccupazione,415187.2,38155.7,9.19,Isole,2024-05-13T07:32:22.075,,,Assicurazione generale obbligatoria,15
977b11c0a91dbcd8ed8522c3,202409,174,MINISTERO DELLA CULTURA,4,Fondo credito,19,Contributo ANF,"18.196,37",4403.52,24.2,Isole,2025-01-28T22:58:39.428,,,Fondo credito,19
214cabf07fcea52d42efea29,202408,127,AGENZIA NAZIONALE POLITICHE ATTIVE LAVORO,1,Fondo pensioni lavoratori dipendenti,18,Contributo malattia,199728.98,3215.64,1.61,Centro,1740473488579,,,Fondo pensioni lavoratori dipendenti,18
01686dcf797822367ea577e3,202309,219,ENTE NAZIONALE PER L'AVIAZIONE CIVILE,3,Cassa previdenza dipendenti enti locali,18,Contributo malattia,94446.56,22478.28,23.8,Nord-ovest,2024-05-08T14:24:08.551,,,Cassa previdenza dipendenti enti locali,18
7a3aea5141550986fe8b4cf3,202301,34,MINISTERO DELLA GIUSTIZIA,4,Fondo credito,19,Contributo ANF,862166.91,75870.69,8.8,Nord-est,2025-03-23T20:15:33.633,,,Fondo credito,19
aa6eabc2f9d32c73f371d092,202312,34,MINISTERO DELLA GIUSTIZIA,1,Fondo pensioni lavoratori dipendenti,15,Contributo disoccupazione,64576.61,5934.59,9.19,Centro,2024-06-30T11:16:23.148,,,Fondo pensioni lavoratori dipendenti,15
91e0b8136bd88a15d11e8609,202303,12,MINISTERO DELL'ISTRUZIONE E DEL MERITO,3,Cassa previdenza dipendenti enti locali,10,Contributo IVS a carico ente,161451.44,39071.25,24.2,Sud,2024-04-13T12:42:34.067,,,Cassa previdenza dipendenti enti locali,10
94688f22c352d6383d4d53bb,202406,247,MINISTERO DELLE IMPRESE E DEL MADE IN ITALY,4,Fondo credito,18,Contributo malattia,65870.98,1060.52,1.61,Nord-ovest,2024-09-02T07:58:04.947,,,Fondo credito,18
4db8dd6d0c48a99a2857d92e,202301,127,AGENZIA NAZIONALE POLITICHE ATTIVE LAVORO,3,Cassa previdenza dipendenti enti locali,11,Contributo IVS a carico dipendente,285079.62,8210.29,2.88,Sud,24/03/2024,,,Cassa previdenza dipendenti enti locali,11
cbb5df8cfce19996ff1e80d2,202403,127,AGENZIA NAZIONALE POLITICHE ATTIVE LAVORO,5,Assicurazione generale obbligatoria,11,Contributo IVS a carico dipendente,185937.64,61359.42,33.0,Nord-ovest,2024-04-25T03:14:55.432,,,Assicurazione generale obbligatoria,11
e8c320fe6aa6d0db48c04684,202402,288,MINISTERO DEGLI AFFARI ESTERI,1,Fondo pensioni lavoratori dipendenti,12,Contributo TFR,2565753.92,73893.71,2.88,Nord-ovest,2025-01-06T08:48:23.193,,,Fondo pensioni lavoratori dipendenti,12
ddb3d5d354181138ed90e8e7,202403,,MINISTERO DELLE IMPRESE E DEL MADE IN ITALY,2,Gestione separata,11,Contributo IVS a carico dipendente,175796.0,5062.92,2.88,Nord-ovest,2024-09-13T04:32:42.205,,,Gestione separata,11
47a8a270db10d2cef058a024,202310,219,***,1,Fondo pensioni lavoratori dipendenti,11,Contributo IVS a carico dipendente,"926.838,59",305856.73,33.0,Sud,2024-03-30T09:48:23.571,,,Fondo pensioni lavoratori dipendenti,11
444f4de204880cf7e118ec97,202308,56,MINISTERO DELLA DIFESA,4,Fondo credito,15,Contributo disoccupazione,48354.88,1392.62,2.88,Centro,2025-02-11T12:52:12.932,,,Fondo credito,15
e7ecc606f0f5fd47406d561a,202304,279,AVVOCATURA GENERALE DELLO STATO,5,Assicurazione generale obbligatoria,17,Contributo ENPDEP,23979.96,7913.39,33.0,Nord-ovest,2024-06-27T03:18:31.800,,,Assicurazione generale obbligatoria,17
99ecbccb735a6db8c76c0e9f,202403,174,MINISTERO DELLA CULTURA,3,Cassa previdenza dipendenti enti locali,12,Contributo TFR,409577.75,37640.2,9.19,Sud,2025-02-16T07:31:59.526,,,Cassa previdenza dipendenti enti locali,12
2dd60b75fb9a424403f3d038,202401,247,NON DISPONIBILE,4,Fondo credito,13,Contributo assistenza,587263.86,139768.8,23.8,Sud,2024-12-13T23:19:31.988,,,Fondo credito,13
14262844ea39afa9f9b6788f,202303,NON DISPONIBILE,AGENZIA DEL DEMANIO,4,Fondo credito,18,Contributo malattia,58948.6,14029.770000000797,23.8,Centro,2024-06-29T02:22:45.045,,,Fondo credito,18
2e49c33ccc1291ebd05d70e3,202404,12,MINISTERO DELL'ISTRUZIONE E DEL MERITO,3,Cassa previdenza dipendenti enti locali,18,Contributo malattia,"58.012,83",1670.77,2.88,Nord-ovest,2025-04-02T19:15:44.247,,,Cassa previdenza dipendenti enti locali,18
e612ef6f15dc3dddd68a5534,202410,174,MINISTERO DELLA CULTURA,4,Fondo credito,12,***,64977.65,15724.589999998296,24.2,Centro,2024-05-16T11:25:19.781,,,Fondo credito,12
66bbb7e3c558409b797f0390,202412,233,ISTITUTO NAZIONALE DI GEOFISICA E VULCANOLOGIA,3,Cassa previdenza dipendenti enti locali,11,Contributo IVS a carico dipendente,163866.91,2638.26,1.61,Nord-ovest,2024-02-19T21:37:09.555,,,Cassa previdenza dipendenti enti locali,11
cdc3809777ddb3f03e0df787,2024-08,219,ENTE NAZIONALE PER L'AVIAZIONE CIVILE,3,Cassa previdenza dipendenti enti locali,14,Contributo maternita',351529.45,83664.01,23.8,Isole,1732079351503,,,Cassa previdenza dipendenti enti locali,14
d77f4733bd609eb9f65ed612,202306,247,MINISTERO DELLE IMPRESE E DEL MADE IN ITALY,4,Fondo credito,17,Contributo ENPDEP,209251.43,69052.97,,Sud,2024-11-19T06:03:16.784,,,Fondo credito,17
7a9d7ac01c1489c2e861b1fe,08/2023,34,MINISTERO DELLA GIUSTIZIA,1,Fondo pensioni lavoratori dipendenti,19,Contributo ANF,218516.93,19229.49,8.8,Sud,2024-06-18T12:13:57.311,,,Fondo pensioni lavoratori dipendenti,19
5ff502b27e18992cf80a9852,202402,34,MINISTERO DELLA GIUSTIZIA,1,Fondo pensioni lavoratori dipendenti,14,Contributo maternita',17513.52,4238.27,24.2,Nord-est,2024-10-28T22:45:54.025,,SIPA,Fondo pensioni lavoratori dipendenti,14
4c9efdcb57ba4ee90016e508,202308,118,MINISTERO DELLE INFRASTRUTTURE E DEI TRASPORTI,1,Fondo pensioni lavoratori dipendenti,12,Contributo TFR,55880.53,13299.57,23.8,Isole,2024-05-20T18:42:19.551,,,Fondo pensioni lavoratori dipendenti,12
2c02521dcae47c1ad9c7633f,202310,34,MINISTERO DELLA GIUSTIZIA,1,Fondo pensioni lavoratori dipendenti,16,Contributo fondo credito,96265.5,8471.36,8.8,Isole,2024-01-22T23:21:55.926,,,Fondo pensioni lavoratori dipendenti,16
89faf892fc4112a35f691417,202411,34,MINISTERO DELLA GIUSTIZIA,4,Fondo credito,17,Contributo ENPDEP,388642.94,34200.58,8.8,Nord-ovest,2025-03-12T11:54:54.230,,,Fondo credito,17
e869f92557b32ecc8e803ab0,202408,219,NON DISPONIBILE,4,Fondo credito,12,Contributo TFR,23205.52,2042.09,8.8,Isole,2025-03-08T16:55:29.397,,,Fondo credito,12
9de6fc31b8bcb269aa08c847,202401,34,N/A,5,Assicurazione generale obbligatoria,17,Contributo ENPDEP,214474.23,3453.04,1.61,Nord-ovest,2025-03-22T06:37:17.801,,,Assicurazione generale obbligatoria,17
666b19bd155f7d1e12bd5fad,202312,78,AGENZIA DELLE ENTRATE,1,Fondo pensioni lavoratori dipendenti,17,Contributo ENPDEP,40166.43,3691.29,9.19,Centro,2025-01-02T09:12:45.994,,,Fondo pensioni lavoratori dipendenti,17
e9dbcf49fecf060c7c65dd53,202409,162,ISTITUTO NAZIONALE DI ASTROFISICA,3,Cassa previdenza dipendenti enti locali,10,Contributo IVS a carico ente,221897.75,19527.0,8.8,Isole,2024-01-19T16:09:42.678,,,Cassa previdenza dipendenti enti locali,10
aec1d3faa25b9638400d5509,202306,188,AGENZIA DEL DEMANIO,5,Assicurazione generale obbligatoria,14,,380620.57,92110.18,24.2,Nord-ovest,2024-12-04T04:15:13.926,,,Assicurazione generale obbligatoria,14
386be0572836867087750068,202312,279,AVVOCATURA GENERALE DELLO STATO,1,Fondo pensioni lavoratori dipendenti,10,Contributo IVS a carico ente,237017.67,20857.55,8.8,Isole,2025-02-18T19:34:44.699,,,Fondo pensioni lavoratori dipendenti,10
d65e18fb7e72aeb28f004830,202411,34,MINISTERO DELLA GIUSTIZIA,2,Gestione separata,14,Contributo maternita',439229.71,12649.82,2.88,Centro,2024-09-10T19:58:52.529,,,Gestione separata,14
73f82b1ead30fe6791228f2e,202312,127,AGENZIA NAZIONALE POLITICHE ATTIVE LAVORO,3,Cassa previdenza dipendenti enti locali,19,Contributo ANF,127335.96,30815.3,24.2,Nord-est,1734513400975,,,Cassa previdenza dipendenti enti locali,19
fbddd7aecf0c87be66b37eb6,202307,188,AGENZIA DEL DEMANIO,2,Gestione separata,17,***,1207107.81,110933.21,NON DISPONIBILE,Centro,2025-02-17T02:00:18.366,verifica in corso,,Gestione separata,17
99338e5c8e59ab2defd5aaab,202402,174,MINISTERO DELLA CULTURA,1,Fondo pensioni lavoratori dipendenti,19,Contributo ANF,69434.51,6110.239999998528,8.8,Nord-ovest,2024-05-19T20:19:17.151,,,Fondo pensioni lavoratori dipendenti,19
03533a816979d36f931b53fc,202302,12,MINISTERO DELL'ISTRUZIONE E DEL MERITO,2,Gestione separata,10,Contributo IVS a carico ente,137635.18,32757.17,23.8,Nord-ovest,2024-10-25T00:44:01.286,,,Gestione separata,10
adb6975f1bbb08f5d8a69138,202309,201,MINISTERO DELL'AMBIENTE E DELLA SICUREZZA ENERGETICA,2,Gestione separata,12,Contributo TFR,97008.51,2793.85,2.88,Centro,2024-06-26T06:16:03.444,,,Gestione separata,12
8609ce875c5471942269067c,202403,56,MINISTERO DELLA DIFESA,3,Cassa previdenza dipendenti enti locali,14,Contributo maternita',72933.7,1174.23,1.61,Isole,2024-02-18T06:38:54.085,,,Cassa previdenza dipendenti enti locali,14
ba2883a355bf3a770c56a3c9,202401,201,MINISTERO DELL'AMBIENTE E DELLA SICUREZZA ENERGETICA,5,Assicurazione generale obbligatoria,17,Contributo ENPDEP,"529.215,77",125953.35,,Nord-ovest,27/02/2025,,,Assicurazione generale obbligatoria,17
4911306359f35368020cef0c,202308,201,MINISTERO DELL'AMBIENTE E DELLA SICUREZZA ENERGETICA,3,Cassa previdenza dipendenti enti locali,18,Contributo malattia,81829.86,19475.51,23.8,Nord-est,2024-09-16T10:12:23.537,,,Cassa previdenza dipendenti enti locali,18
482421c5334ab75178eb1744,202302,127,AGENZIA NAZIONALE POLITICHE ATTIVE LAVORO,5,Assicurazione generale obbligatoria,13,Contributo assistenza,1510750.88,24323.09,1.61,Sud,2024-01-15T00:20:30.167,,,Assicurazione generale obbligatoria,13
f8fa21b74868833fa8d248b3,202402,78,AGENZIA DELLE ENTRATE,5,Assicurazione generale obbligatoria,16,Contributo fondo credito,42181.77,3876.500000000583,9.19,Nord-est,2024-01-18T16:23:16.718,,,Assicurazione generale obbligatoria,16
824fa71cc0cc43bebac82102,202402,279,AVVOCATURA GENERALE DELLO STATO,5,Assicurazione generale obbligatoria,10,Contributo IVS a carico ente,372563.62,10729.83,2.88,Nord-est,2024-04-16T11:21:09.528,verifica in corso,,Assicurazione generale obbligatoria,10
aea0fed204fd89524685982a,202406,,CORTE DEI CONTI,3,Cassa previdenza dipendenti enti locali,16,Contributo fondo credito,561557.01,49417.02,8.8,Isole,2024-04-19T11:55:09.172,,,Cassa previdenza dipendenti enti locali,16
bf1c327e75e87f00e202ead4,202410,288,MINISTERO DEGLI AFFARI ESTERI,4,Fondo credito,16,Contributo fondo credito,21469.64,7084.98,33.0,Centro,2025-02-10T04:35:38.097,,,Fondo credito,16
c54e68191af1bea0f2b3d0c9,202402,266,CORTE DEI CONTI,5,Assicurazione generale obbligatoria,11,Contributo IVS a carico dipendente,173847.99,5006.82,2.88,Sud,2025-05-06T15:37:29.114,,,Assicurazione generale obbligatoria,11
3ade076a931d9e8fa5dc00bd,202409,162,ISTITUTO NAZIONALE DI ASTROFISICA,1,Fondo pensioni lavoratori dipendenti,17,Contributo ENPDEP,59710.2,1719.650000001129,,Centro,2025-05-17T11:16:51.100,,,Fondo pensioni lavoratori dipendenti,17
3d80152409db31585ffe58c4,202406,127,AGENZIA NAZIONALE POLITICHE ATTIVE LAVORO,2,Gestione separata,15,Contributo disoccupazione,4928166.84,1626295.06,33.0,Isole,05/08/2024,,,Gestione separata,15
dbd1cd60d539e9c8fa6ddb02,202408,266,CORTE DEI CONTI,5,Assicurazione generale obbligatoria,14,Contributo maternita',"64.269,41",1034.74,1.61,Isole,2025-03-17T21:07:50.581,,,Assicurazione generale obbligatoria,14
1bb7c0a290d0516975069637,202309,247,MINISTERO DELLE IMPRESE E DEL MADE IN ITALY,2,Gestione separata,12,Contributo TFR,73087.48,6431.7,8.8,Nord-est,2024-09-12T07:56:13.543,,,Gestione separata,12
69febc89544bc5194a9afb27,202309,219,ENTE NAZIONALE PER L'AVIAZIONE CIVILE,4,Fondo credito,17,Contributo ENPDEP,168396.09,15475.6,9.19,Centro,2024-06-26T12:09:52.180,,,Fondo credito,17
711d5a91f0e7c3229e2c2b45,202303,188,AGENZIA DEL DEMANIO,1,Fondo pensioni lavoratori dipendenti,14,Contributo maternita',632750.96,18223.23,2.88,Nord-est,2024-03-26T06:27:26.150,,,Fondo pensioni lavoratori dipendenti,14
3c3e8c402048433711e1e328,202304,233,ISTITUTO NAZIONALE DI GEOFISICA E VULCANOLOGIA,5,Assicurazione generale obbligatoria,10,Contributo IVS a carico ente,66021.95,1062.95,1.61,Sud,2025-04-20T07:31:41.000,,,Assicurazione generale obbligatoria,10
0e672cbb94b2c166c68a50e8,202310,127,AGENZIA NAZIONALE POLITICHE ATTIVE LAVORO,2,Gestione separata,17,Contributo ENPDEP,170113.79,14970.01,8.8,Nord-est,2024-07-10T10:15:08.838,,,Gestione separata,17
3fd539bcfa4ea724f70ca057,202410,174,MINISTERO DELLA CULTURA,4,Fondo credito,12,Contributo TFR,3454359.93,55615.19,1.61,Nord-est,2024-10-17T15:47:49.870,,,Fondo credito,12
57ae6c90d2d11c230d7a8bec,202410,91,ISTITUTO SUPERIORE DI SANITA',2,Gestione separata,13,Contributo assistenza,81452.84,7485.519999999056,9.19,Isole,2025-03-05T23:47:21.845,,,Gestione separata,13
80f1717452a83a733f9c5c92,202308,91,ISTITUTO SUPERIORE DI SANITA',5,Assicurazione generale obbligatoria,15,Contributo disoccupazione,410018.73,6601.3,1.61,Centro,2024-05-30T23:38:40.913,verifica in corso,,Assicurazione generale obbligatoria,15
261417893c2b7db50e34cdab,202402,279,AVVOCATURA GENERALE DELLO STATO,4,Fondo credito,11,Contributo IVS a carico dipendente,526247.63,173661.72,33.0,Sud,2024-12-29T10:49:18.810,,,Fondo credito,11
7ba1383e82d19b6499005306,202307,247,MINISTERO DELLE IMPRESE E DEL MADE IN ITALY,4,Fondo credito,17,Contributo ENPDEP,26447.2,761.68,2.88,Nord-ovest,2025-01-06T16:14:06.471,,,Fondo credito,17
f00d2a7f584122424e14bbae,202404,266,CORTE DEI CONTI,4,Fondo credito,19,Contributo ANF,110153.26,36350.58,33.0,Nord-ovest,2024-03-13T21:48:50.428,,,Fondo credito,19
55587d8f9c9b3df4dacdb0d2,202411,12,MINISTERO DELL'ISTRUZIONE E DEL MERITO,5,Assicurazione generale obbligatoria,10,Contributo IVS a carico ente,881650.27,209832.76,23.8,Sud,2024-03-09T14:57:48.003,,,Assicurazione generale obbligatoria,10
febd043f4ef259fb639e6e29,202310,34,MINISTERO DELLA GIUSTIZIA,1,Fondo pensioni lavoratori dipendenti,13,Contributo assistenza,356474.83,84841.01,23.8,Nord-ovest,2024-07-03T20:51:34.994,,,Fondo pensioni lavoratori dipendenti,13
6d71deb38c9d7852c22c6231,202304,288,MINISTERO DEGLI AFFARI ESTERI,2,Gestione separata,17,Contributo ENPDEP,57337.81,13646.4,23.8,Nord-est,2024-05-14T21:59:12.451,,,Gestione separata,17
7e30ddbfee9844ade4a58cd1,2023-04,219,ENTE NAZIONALE PER L'AVIAZIONE CIVILE,1,Fondo pensioni lavoratori dipendenti,15,Contributo disoccupazione,179582.79,42740.69999999874,23.8,Isole,2024-03-16T19:09:10.601,,,Fondo pensioni lavoratori dipendenti,15
0423beaa1f80f96e2e0b9436,202406,103,CONSIGLIO NAZIONALE DELLE RICERCHE,3,Cassa previdenza dipendenti enti locali,18,Contributo malattia,103397.32,1664.700000000606,1.61,Nord-ovest,2025-03-16T19:14:26.906,,,Cassa previdenza dipendenti enti locali,18
81e46cd16278d7743343c001,2024-12,288,MINISTERO DEGLI AFFARI ESTERI,1,Fondo pensioni lavoratori dipendenti,18,Contributo malattia,520993.49,123996.45,23.8,Isole,1707334667003,,,Fondo pensioni lavoratori dipendenti,18
9193d1c4184bc9b84d4014f0,202408,34,MINISTERO DELLA GIUSTIZIA,5,Assicurazione generale obbligatoria,12,Contributo TFR,486304.29,117685.64,24.2,Centro,2024-08-21T15:40:10.967,,,Assicurazione generale obbligatoria,12
f925385d99dc699bbd4925bb,202311,266,CORTE DEI CONTI,4,Fondo credito,15,Contributo disoccupazione,76262.26,18455.47,24.2,Centro,2024-12-07T18:28:58.283,,,Fondo credito,15
3027eb1fdba209bdb047911e,202303,91,ISTITUTO SUPERIORE DI SANITA',2,Gestione separata,15,Contributo disoccupazione,853113.58,13735.13,1.61,Sud,2024-07-13T12:26:23.294,,,Gestione separata,15
e23df44762380df60e8b000a,202403,288,MINISTERO DEGLI AFFARI ESTERI,2,Gestione separata,10,Contributo IVS a carico ente,76718.29,25317.04,33.0,Nord-ovest,2024-03-18T09:16:18.132,,,Gestione separata,10
43fb2f236fd10b0ed433ba54,202305,12,MINISTERO DELL'ISTRUZIONE E DEL MERITO,4,Fondo credito,11,Contributo IVS a carico dipendente,32539.08,10737.9,33.0,Nord-est,2024-03-18T19:40:25.113,,,Fondo credito,11
763113fa2013e9c0e1dd2cb7,202308,,MINISTERO DELLE INFRASTRUTTURE E DEI TRASPORTI,5,Assicurazione generale obbligatoria,14,Contributo maternita',196176.77,5649.8900000010235,2.88,Centro,2024-10-25T08:10:37.895,,,Assicurazione generale obbligatoria,14
