rata,ente,descrizione,tipo_imposta,imposta,spesa
06/2022,INAIL,Premio produttivita,INPS,669.54,3494.39
202210,Comune di Roma,Rimborso spese,IRAP,1268.10,5204.67
2022-07,Regione Lazio,Buoni pasto x,ADD_COM,"1.120,10",3119.92
202212,INAIL,Anticipo TFR,IRPEF,1193.92,5847.45
202408,Comune di Roma,Anticipo TFR,n.c.,1220.44,2777.34
202204,Agenzia delle Entrate,Indennita di funzione,Ires,589.31,2398.67
202510,Agenzia delle Entrate,Indennita di funzione,INAIL,"€ 783,74",
202405,INPS,Trattenuta sindacale,IRPEF,787.25,3238.49
202307,INAIL,Premio produttivita,ADD_REG,214.15,1015.86
202502,Regione Lazio,Anticipo TFR,IRES,917.31,3372.76
202402,Regione Lazio,Rimborso spese,INAIL,1094.26,4013.32
202407,INPS,Rimborso spese,ADD_REG,935.90,2331.49
202203,Agenzia delle Entrate,Indennita di funzione,add_com,1131.65,3629.65
12/23,Comune di Roma,Buoni pasto,IRAP,222.39,839.99
11/2024,Agenzia delle Entrate,Indennita di funzione,IRPEF,1154.04,6294.42
202509,Regione Lazio,Buoni pasto,ADD_REG,"€ 351,80",1967.24
202309,Ministero della Salute,Indennita di funzione,IVA,1321.40,7683.04
202408,Regione Lazio,Stipendio base,ADD_COM,"405,15",972.79
202301,Regione Lazio,Anticipo TFR,IRES,763.39,2431.28
202205,INAIL,Anticipo TFR,INPS,756.54,2913.93
06/2022,Regione Lazio,Rimborso spese,Irpef,439.83,2008.69
202511,Ministero della Salute,Rimborso spese,IVA,574.48,2763.93
202403,INAIL,Indennita di funzione,IRPEF,319.12,1641.57
202306,Regione Lazio,Buoni pasto,ADD_REG,876.65,3492.13
202499,Comune di Roma,Rimborso spese,INPS,"1.373,89",5806.52
Rata 2022,INPS,Buoni pasto,IRPEF,509.08,2974.19
202200,Comune di Milano,Straordinario,IVA,786.69,2328.69
apr-2024,Comune di Roma,Trattenuta sindacale,IVA,1299.73,585456.52
202401,INPS,Premio produttivita,INAIL,706.12,3422.76
202501,,Straordinario,IVA,"€ 1.255,33",3214.1
202505,Regione Lazio,Anticipo TFR,IVA,"€ 697,27",3978.6
202303,Comune di Roma,Premio produttivita,ADD_REG,688.35,3731.84
202507,INPS,Anticipo TFR,INPS,278.00,1422.81
202301,Ministero della Salute,Buoni pasto,ADD_REG,231.22,579.69
202504,Agenzia delle Entrate,Indennita di funzione,ADD_COM,936.67,2396.64
202206,Regione Lazio,Stipendio base,ADD_REG,1249.63,5914.24
202212,INPS,Buoni pasto,ADD_COM,246.34,598.38
202208,Comune di Milano,Trattenuta sindacale,INAIL,1369.64,3360.09
202511,INPS,Stipendio base,INPS,570.38,2054.01
202205,Ministero dell'Economia,Anticipo TFR,Inps,N.D.,1347.58
jan-2025,INPS,Anticipo TFR,n.c.,1346.96,6581.16
202406,Ministero dell'Economia,Straordinario x,ADD_REG,1349.63,
202211,Agenzia delle Entrate,Rimborso spese,INAIL,811.05,1875.71
202512,Ministero della Salute,Trattenuta sindacale,ADD_REG,451.31,1883.92
12/23,INAIL,Trattenuta sindacale,INAIL,299.31,663.38
202210,sconosciuto,Buoni pasto x,IVA,443.79,1013.08
07/2024,Ministero dell'Economia,Trattenuta sindacale,IRAP,1181.91,4658.93
202307,non disponibile,Premio produttivita,ADD_COM,"520,66",2082.27
202312,Comune di Roma,Indennita di funzione,INAIL,1057.11,3547.64
202204,Regione Lazio,Rimborso spese,ADD_REG,333.04,1494.38
202405,Ministero dell'Economia,Anticipo TFR,INPS,743.83,2640.18
202211,Ministero dell'Economia,Premio produttivita,inps,560.55,2437.18
202205,Ministero della Salute,Stipendio base,Irpef,"€ 780,24",
202403,Regione Lazio,Stipendio base,IRPEF,876.42,4259.29
202307,Regione Lazio,Rimborso spese,INAIL,1486.86,6418.99
202404,INPS,Anticipo TFR,IRES,1354.85,3577.04
202211,Ministero della Salute,Premio produttivita,IRPEF,1059.01,5025.08
jun-2024,Agenzia delle Entrate,Anticipo TFR,ADD_REG,272.93,1401.7
202504,Ministero dell'Economia,Indennita di funzione,INPS,"1.382,59",3129.49
2023-07,Comune di Roma,Buoni pasto,irpef,"€ 1.344,25",960113.01
12/24,Ministero della Salute,Rimborso spese,IVA,"1.335,72",6894.61
202409,Ministero dell'Economia,Buoni pasto,IVA,744.57,1830.61
202403,Regione Lazio,Premio produttivita,IRPEF,297.52,1668.08
202208,INAIL,Indennita di funzione,Inps,1143.88,
202408,Agenzia delle Entrate,Trattenuta sindacale,IVA,613.35,3036.92
08/2022,,Trattenuta sindacale,ADD_COM,549.62,3075.78
202401,Regione Lazio,Anticipo TFR,IRPEF,"616,63",3674.22
04/24,sconosciuto,Indennita di funzione,n.c.,860.65,3731.52
202411,Comune di Roma,Straordinario,IRPEF,533.60,2570.4
202500,INPS,Stipendio base x,ADD_REG,1050.38,3158.28
04/24,Ministero dell'Economia,Indennita di funzione,ADD_REG,989.20,3126.06
202504,Ministero dell'Economia,Anticipo TFR x,IVA,787.85,4256.81
202503,INPS,Premio produttivita,IRAP,128.26,460.84
202502,Ministero dell'Economia,Straordinario,IRES,"1.407,99",7447.9
202405,INAIL,Rimborso spese,IRAP,"€ 646,96",1424.86
202411,INPS,Buoni pasto,INAIL,"701,71",2016.02
202401,Agenzia delle Entrate,Anticipo TFR,INAIL,711.25,1906.42
ago-2025,Regione Lazio,Straordinario,Ires,579.29,2379.88
202501,Ministero dell'Economia,Anticipo TFR,Irpef,1028.15,2387.49
202307,Comune di Milano,Straordinario,INPS,70.18,236.89
mar-2022,INPS,Rimborso spese,INPS,1316.59,
202213,INAIL,Trattenuta sindacale,Add_Com,198.54,1027.82
08/2022,Comune di Milano,Rimborso spese,add_reg,1499.58,7561.43
202210,INPS,Straordinario,INPS,960.72,2440.67
08/2022,INPS,Premio produttivita,INPS,"146,06",505.11
2022-06,Ministero dell'Economia,Rimborso spese,INAIL,"€ 865,53",4087.34
mar-2025,Regione Lazio,Straordinario,IVA,530.40,1106.68
202206,Regione Lazio,Anticipo TFR,INAIL,1431.91,5349.48
202412,Regione Lazio,Rimborso spese,IRES,1145.43,6545.4
202312,INPS,Trattenuta sindacale,ADD_REG,785.17,1828.94
2022-08,INAIL,Indennita di funzione,Add_Reg,673.18,3786.66
202409,Regione Lazio,Anticipo TFR,IVA,1494.01,4150.49
202504,Comune di Roma,Premio produttivita,IVA,"€ 1.017,71",2805.25
202510,INAIL,Rimborso spese,iva,"795,20",2212.04
202509,INAIL,Premio produttivita,ADD_REG,627.02,3589.7
202411,Agenzia delle Entrate,Buoni pasto,IRES,520.65,2298.66
jan-2024,Agenzia delle Entrate,Indennita di funzione,IRAP,"1.072,86",5367.69
202210,Ministero dell'Economia,Indennita di funzione,INPS,"€ 902,43",3127.49
06/2025,Comune di Milano,Stipendio base,inail,N.D.,
apr-2024,Ministero della Salute,Stipendio base,IRAP,852.66,3690.1
202303,Regione Lazio,Rimborso spese,IRPEF,"€ 894,38",3934.68
feb-2023,INPS,Premio produttivita,INPS,N.D.,3717.74
202404,Ministero della Salute,Indennita di funzione,INAIL,1155.80,5888.3
2022-02,INAIL,Buoni pasto,ADD_REG,651.74,3081.07
06/24,Ministero della Salute,Stipendio base,Irpef,1285.31,3181.96
08/23,Ministero dell'Economia,Trattenuta sindacale,irpef,524.21,2865.81
2022-04,INAIL,Premio produttivita,Iva,1054.31,
202312,Ministero dell'Economia,Premio produttivita,INPS,1344.81,8048.39
202510,  ,Anticipo TFR,IRPEF,1165.16,4127.03
may-2023,INPS,Straordinario,IRES,546.78,1356.01
202412,Comune di Roma,Anticipo TFR,IVA,1074.19,3506.53
202506,non disponibile,Premio produttivita,IRAP,350.13,1503.51
2022-02,Comune di Roma,Straordinario,INAIL,134.34,479.03
may-2025,Ministero dell'Economia,Straordinario,IRPEF,1197.50,6364.39
2023-12,Agenzia delle Entrate,Stipendio base,ADD_COM,"€ 1.221,61",5776.78
202412,INAIL,Anticipo TFR,IRES,83.25,237.58
202209,INAIL,Indennita di funzione,IVA,1424.30,5918.56
02/25,,Straordinario,ADD_COM,696.55,3587.32
202504,INPS,Trattenuta sindacale,INAIL,N.D.,7583.0
01/2025,INAIL,Indennita di funzione,ADD_COM,1192.85,4270.14
01/2025,INPS,Premio produttivita,n.c.,1355.95,7726.01
202403,Agenzia delle Entrate,Rimborso spese,INAIL,"€ 1.258,39",2697.83
202307,INAIL,Indennita di funzione,IRPEF,1462.29,6882.66
2022-01,,Indennita di funzione,INPS,962.20,4934.1
202312,Comune di Milano,Stipendio base,irap,379.53,1404.48
gen-2024,INAIL,Anticipo TFR,ADD_REG,N.D.,1256.73
202304,Comune di Roma,Trattenuta sindacale,IRPEF,1140.22,5413.92
202307,Comune di Roma,Rimborso spese,ADD_COM,277.61,935.62
may-2022,Ministero della Salute,Indennita di funzione,IVA,"€ 1.398,27",3645.64
202304,Comune di Roma,Indennita di funzione,INPS,"347,65",913.78
202201,Regione Lazio,Buoni pasto,INPS,"1.320,16",6702.0
2022-01,INAIL,Indennita di funzione,IRPEF,751.40,2066.02
feb-2022,Ministero della Salute,Buoni pasto,IRAP,1268.90,4994.89
02/25,Agenzia delle Entrate,Anticipo TFR,Inail,1439.53,8466.68
202308,INPS,Straordinario,ADD_COM,"662,11",3333.91
202205,non disponibile,Buoni pasto,ADD_COM,1060.08,4440.44
202410,INPS,Anticipo TFR x,INPS,"378,74",1557.8
202201,Ministero della Salute,Anticipo TFR,IRAP,1211.14,3232.91
mar-2022,N.D.,Stipendio base,IVA,1238.89,4690.06
202209,INAIL,Stipendio base,IVA,478.11,1233.33
202306,INAIL,Anticipo TFR,IVA,85.00,198.42
03/23,Regione Lazio,Anticipo TFR,IRAP,675.25,1645.28
202212,INAIL,Straordinario,ADD_REG,"296,50",1312.44
jun-2023,Agenzia delle Entrate,Buoni pasto,IVA,"€ 1.236,90",3431.42
202206,Ministero dell'Economia,Buoni pasto,IRPEF,428.59,1113.21
202305,INAIL,Rimborso spese,inail,"€ 1.418,35",7756.28
03/2024,Ministero della Salute,Premio produttivita,INAIL,1459.12,3630.37
202305,Comune di Milano,Straordinario,IVA,N.D.,6596.32
202402,Ministero della Salute,Anticipo TFR,n.c.,919.44,3372.51
01/23,Agenzia delle Entrate,Stipendio base,Add_Com,437.77,1889.55
202504,Ministero dell'Economia,Stipendio base,ADD_COM,1220.52,2555.06
2024-02,Agenzia delle Entrate,Anticipo TFR,ADD_REG,1067.31,2134.7
202405,INPS,Indennita di funzione,INPS,"1.466,89",7729.03
202511,INPS,Anticipo TFR,Irpef,"€ 597,02",2329.43
202502,N/A,Straordinario,INPS,135.21,308.99
202301,INAIL,Straordinario,ADD_REG,1497.66,5052.84
202202,Comune di Roma,Stipendio base,ADD_REG,1265.48,5094.09
2022-07,Agenzia delle Entrate,Anticipo TFR,ADD_REG,371.16,943.48
04/24,Regione Lazio,Straordinario,ADD_COM,1102.16,4612.93
06/2024,Ministero dell'Economia,Indennita di funzione,INPS,-51.00,209.87
202301,Ministero dell'Economia,Trattenuta sindacale,IRPEF,858.82,3788.55
2023-04,Ministero della Salute,Indennita di funzione,IVA,576.12,3019.47
202313,INAIL,Premio produttivita,n.c.,602.93,2201.37
2025-06,INAIL,Stipendio base x,ADD_REG,404.55,
202499,N.D.,Trattenuta sindacale,n.c.,448.53,1748.68
202510,INAIL,Trattenuta sindacale x,IVA,709.27,2715.51
2023-06,Ministero dell'Economia,Stipendio base,Iva,409.81,
202311,INAIL,Stipendio base,IRES,"726,34",3246.8
202207,Ministero della Salute,Buoni pasto,IRPEF,887.15,1814.88
202504,Ministero dell'Economia,Trattenuta sindacale,IRAP,1081.11,6410.68
202403,INPS,Indennita di funzione,IRES,1031.86,5954.63
2024-04,Comune di Milano,Indennita di funzione,IRAP,"€ 400,88",1252.81
202308,Comune di Roma,Premio produttivita,ADD_COM,106.82,452.31
202303,INPS,Rimborso spese,INAIL,1257.39,6389.98
202511,Comune di Roma,Buoni pasto,INPS,"€ 1.314,85",7470.81
06/2023,INPS,Premio produttivita,IRES,N.D.,6382.48
202411,Ministero della Salute,Stipendio base,ADD_REG,"1.441,58",
09/2022,Ministero dell'Economia,Rimborso spese,INAIL,969.03,4576.45
202305,Comune di Roma,Premio produttivita,INPS,1346.69,3194.77
202503,Regione Lazio,Indennita di funzione,Iva,"699,61",3277.47
Rata 2022,Ministero della Salute,Buoni pasto,Inps,1191.64,5183.29
202204,Ministero della Salute,Premio produttivita,ADD_REG,1435.24,6548.54
03/24,Agenzia delle Entrate,Buoni pasto,Inail,1204.60,3321.12
202312,N.D.,Indennita di funzione,IVA,652.86,2594.75
202306,Comune di Milano,Rimborso spese,inail,597.75,2673.03
202401,N.D.,Premio produttivita,ADD_COM,472.74,1513.32
202206,Ministero dell'Economia,Stipendio base,IRAP,582.24,1587.47
2022-06,Ministero dell'Economia,Buoni pasto,ADD_COM,1239.84,3584.03
202211,Agenzia delle Entrate,Buoni pasto,INPS,1067.18,5796.99
202209,Ministero dell'Economia,Straordinario,IRES,412.32,1590.8
202203,Ministero della Salute,Stipendio base,ADD_COM,1081.73,5023.87
202402,INAIL,Stipendio base,INAIL,600.12,2436.22
202308,Comune di Roma,Premio produttivita,IVA,858.77,525283.42
202201,Agenzia delle Entrate,Premio produttivita,IRES,587.04,2368.11
202204,Comune di Roma,Trattenuta sindacale,ADD_COM,806.36,1913.74
2023-02,N/A,Anticipo TFR,ADD_REG,1108.22,3094.08
Rata 2025,INPS,Anticipo TFR,IRPEF,"€ 1.110,14",2279.19
202312,N.D.,Rimborso spese,INAIL,"1.142,11",6082.99
202202,Agenzia delle Entrate,Buoni pasto,IRPEF,"€ 617,01",2871.0
Rata 2022,Comune di Milano,Anticipo TFR,IRAP,1051.22,5294.79
202312,INAIL,Buoni pasto,INPS,396.13,1925.22
202203,Comune di Roma,Anticipo TFR,IRES,742.27,3932.49
Rata 2025,INPS,Anticipo TFR,INPS,"895,51",5326.38
2025-01,Regione Lazio,Indennita di funzione,IVA,1045.40,4823.36
202302,Agenzia delle Entrate,Rimborso spese,INPS,1372.39,4129.61
202502,Comune di Roma,Rimborso spese,ADD_REG,491.91,1183.32
202313,n.a.,Premio produttivita,IRES,1275.66,5560.59
202299,Agenzia delle Entrate,Straordinario,ADD_REG,501.13,2547.26
202506,INPS,Premio produttivita,IRES,"€ 850,27",
202503,INPS,Trattenuta sindacale,IRPEF,1250.74,4020.15
202302,Ministero della Salute,Trattenuta sindacale,IVA,1098.57,5359.86
giu-2024,INAIL,Indennita di funzione,IRAP,"1.301,16",4933.86
202203,INPS,Straordinario,IRES,1231.58,3874.99
202408,Ministero della Salute,Anticipo TFR,IVA,450.70,2417.71
202409,INAIL,Rimborso spese,ADD_REG,1489.76,6415.02
202411,Regione Lazio,Rimborso spese,inps,1408.65,4414.42
202406,Comune di Roma,Anticipo TFR,inail,673.75,2233.09
202401,Ministero della Salute,Straordinario,IRES,118.45,
202404,Comune di Roma,Rimborso spese,IRPEF,490.07,1809.19
202511,Ministero dell'Economia,Straordinario,IRAP,1262.42,3335.41
2022-07,non disponibile,Premio produttivita,ADD_REG,1428.76,6346.38
202308,Agenzia delle Entrate,Trattenuta sindacale,add_com,"€ 1.255,92",5973.71
202306,Agenzia delle Entrate,Premio produttivita,IRPEF,625.28,1250.83
202402,Regione Lazio,Rimborso spese,IVA,131.98,547.38
202211,Comune di Roma,Premio produttivita,IVA,800.50,3449.07
202310,Agenzia delle Entrate,Anticipo TFR,n.c.,595.75,1982.81
202512,INPS,Premio produttivita,IRES,228.31,765.96
202211,Ministero dell'Economia,Straordinario,IVA,203.49,665.54
202404,Comune di Milano,Buoni pasto,ADD_REG,"€ 271,90",1028.14
202404,INAIL,Trattenuta sindacale,IVA,"€ 348,44",1828.53
202303,INPS,Stipendio base,ADD_REG,1142.99,4430.35
Rata 2022,INAIL,Buoni pasto,INPS,603.47,3605.49
202207,Ministero della Salute,Trattenuta sindacale,INPS,"683,56",
202306,Comune di Milano,Trattenuta sindacale,n.c.,"917,65",
202212,Ministero della Salute,Stipendio base,ADD_COM,-1442.19,6051.23
202208,INPS,Buoni pasto,IRES,1146.88,5790.77
2022-11,Regione Lazio,Buoni pasto,ADD_COM,986.28,5477.26
202212,Ministero della Salute,Stipendio base,ADD_COM,1128.56,4566.98
may-2025,Ministero dell'Economia,Rimborso spese,INPS,"1.092,97",4347.74
202405,Agenzia delle Entrate,Indennita di funzione,n.c.,"1.050,86",
202209,,Indennita di funzione,INAIL,"€ 769,79",4414.47
202410,INAIL,Trattenuta sindacale,INAIL,871.93,5221.11
202202,INAIL,Trattenuta sindacale,IRPEF,"€ 719,16",1888.44
202304,INPS,Anticipo TFR,IRES,622.69,1254.27
202207,INPS,Stipendio base,IRPEF,442.61,1659.45
202210,INPS,Straordinario,IRPEF,565.06,2787.64
202202,INAIL,Rimborso spese,ADD_REG,671.37,1538.39
202308,Comune di Milano,Indennita di funzione,ires,"890,10",3110.37
202304,N/A,Anticipo TFR,IRPEF,774.82,3351.75
202303,INPS,Rimborso spese x,ADD_COM,206.53,588.65
07/23,N/A,Anticipo TFR,IRAP,542.96,2673.84
05/24,Agenzia delle Entrate,Anticipo TFR,ADD_REG,595.48,1737.7
202408,Comune di Roma,Stipendio base,ADD_COM,1075.04,5765.1
202404,Ministero della Salute,Trattenuta sindacale,INPS,532.69,1807.47
Rata 2024,Ministero della Salute,Rimborso spese,ADD_COM,61.54,270.44
202301,Ministero dell'Economia,Stipendio base,ADD_COM,172.29,719.59
202211,INAIL,Trattenuta sindacale,Ires,"€ 770,65",2455.13
202301,INPS,Rimborso spese,IRES,"323,32",1214.48
Rata 2022,Ministero dell'Economia,Premio produttivita,Irap,"€ 767,20",4130.52
202505,Agenzia delle Entrate,Trattenuta sindacale,INPS,882.60,3701.07
05/24,Agenzia delle Entrate,Premio produttivita,ADD_REG,1403.48,3119.02
2025-01,Regione Lazio,Rimborso spese,IRES,1000.59,4854.99
202509,Regione Lazio,Stipendio base,IRES,N.D.,259.36
202302,INAIL,Straordinario,IRAP,602.06,2374.68
202508,sconosciuto,Anticipo TFR,IRAP,1200.51,4650.96
202309,Agenzia delle Entrate,Stipendio base,ADD_COM,427.82,1688.16
202211,Regione Lazio,Stipendio base,IVA,1391.21,2955.01
202209,Comune di Milano,Straordinario,ADD_REG,817.07,2524.38
202204,INAIL,Anticipo TFR,IRPEF,184.05,405.45
202509,Comune di Milano,Rimborso spese,IRPEF,400.42,1465.47
202310,INPS,Indennita di funzione,ADD_REG,1364.13,6118.6
202304,Regione Lazio,Trattenuta sindacale,IRES,"1.487,62",6867.3
02/2023,Agenzia delle Entrate,Anticipo TFR,IRPEF,1301.37,2938.74
202311,INPS,Indennita di funzione,INPS,514.98,1274.86
2025-02,Agenzia delle Entrate,Buoni pasto,n.c.,1164.79,
202508,Regione Lazio,Trattenuta sindacale,IRPEF,"€ 372,23",1535.36
202203,Regione Lazio,Premio produttivita,IVA,607.56,3240.51
202402,Regione Lazio,Premio produttivita,inps,1060.89,2992.31
202310,Comune di Roma,Premio produttivita,INPS,1454.91,3610.17
202202,Agenzia delle Entrate,Stipendio base,INPS,686.84,2368.29
202509,INAIL,Trattenuta sindacale,IRPEF,768.96,3497.44
202209,Agenzia delle Entrate,Rimborso spese,IRAP,"€ 369,24",1456.23
202201,INPS,Trattenuta sindacale,n.c.,634.67,1519.64
202213,INPS,Rimborso spese,IRAP,"€ 141,38",323.08
202310,Comune di Roma,Rimborso spese,INPS,1294.95,6100.22
202407,  ,Straordinario x,IRES,83.84,267.27
202302,Comune di Roma,Stipendio base,inail,"€ 1.041,11",4870.24
202212,INPS,Anticipo TFR,ADD_COM,"€ 446,17",1418.67
04/24,INPS,Premio produttivita,INAIL,740.36,2412.96
202501,Regione Lazio,Anticipo TFR,IVA,458.26,1301.12
Rata 2025,INPS,Straordinario,iva,630.10,3739.56
202501,Ministero dell'Economia,Straordinario,INPS,"842,83",1739.84
2024-07,Agenzia delle Entrate,Straordinario,INAIL,979.30,2457.07
202412,Agenzia delle Entrate,Stipendio base,irap,1413.41,7554.9
202507,Regione Lazio,Indennita di funzione,IRPEF,531.69,1357.22
08/25,Agenzia delle Entrate,Straordinario,INAIL,"898,04",2804.39
202305,Comune di Milano,Anticipo TFR,INAIL,1357.50,4141.92
202302,Regione Lazio,Indennita di funzione,IRPEF,470.84,2254.35
202307,Regione Lazio,Buoni pasto,INAIL,1304.32,4753.99
202211,INPS,Buoni pasto,IRPEF,1438.45,7713.47
202202,Ministero della Salute,Straordinario,INAIL,1278.87,6381.19
2024-11,Comune di Roma,Anticipo TFR,INAIL,876.30,3614.22
Rata 2025,Comune di Milano,Stipendio base,Irpef,1097.07,3287.09
202207,Ministero della Salute,Premio produttivita,n.c.,747.55,3864.59
202200,Comune di Roma,Rimborso spese x,IRPEF,916.02,5005.1
202208,Comune di Roma,Straordinario,IRAP,1462.99,7819.87
feb-2025,Comune di Roma,Premio produttivita,INAIL,414.12,913.9
04/24,Comune di Milano,Trattenuta sindacale,Irap,1199.19,5746.32
202309,Regione Lazio,Anticipo TFR,ADD_COM,784.04,3775.74
202201,Agenzia delle Entrate,Stipendio base,ADD_COM,306.47,1769.04
202506,Comune di Roma,Stipendio base,ADD_COM,983.13,3002.39
202308,INPS,Buoni pasto,IRPEF,1199.02,6169.42
202502,Comune di Milano,Anticipo TFR,IRES,874.70,4160.41
2024-04,Agenzia delle Entrate,Stipendio base,IRES,1264.28,
202205,Ministero dell'Economia,Premio produttivita,INPS,580.51,2770.91
202508,Ministero della Salute,Anticipo TFR,IVA,1374.96,7438.28
12/24,Comune di Milano,Trattenuta sindacale,INAIL,"€ 990,06",3404.12
202411,Comune di Roma,Premio produttivita,Irap,1214.58,3194.95
lug-2022,Comune di Milano,Premio produttivita,IRES,445.83,1539.63
01/24,sconosciuto,Indennita di funzione,INAIL,696.89,3665.79
202501,Comune di Milano,Premio produttivita,INPS,1368.95,3458.79
2023-08,Agenzia delle Entrate,Rimborso spese,INAIL,123.80,563.51
202202,Agenzia delle Entrate,Stipendio base,IRAP,635.77,3782.97
202503,Ministero della Salute,Buoni pasto,INPS,1181.46,6592.62
202511,Comune di Roma,Rimborso spese,add_com,1128.53,5286.86
11/2024,Regione Lazio,Premio produttivita x,INPS,1284.85,6643.34
202411,Regione Lazio,Premio produttivita,ADD_COM,1122.12,2767.04
202204,INPS,Trattenuta sindacale,IVA,1423.28,5686.48
08/2022,Comune di Milano,Straordinario,n.c.,772.48,3188.53
202508,Agenzia delle Entrate,Indennita di funzione,ADD_REG,955.22,4901.03
03/2023,INAIL,Stipendio base,IVA,1279.17,4004.28
202313,Comune di Roma,Rimborso spese,IRPEF,"1.067,45",2589.57
202499,INPS,Anticipo TFR x,IRES,"197,98",948.81
202205,,Stipendio base,IRAP,582.14,2311.31
2022-10,Comune di Roma,Rimborso spese,IRES,"€ 851,26",4570.56
202209,Agenzia delle Entrate,Buoni pasto,INAIL,1144.34,4492.63
07/2023,Regione Lazio,Indennita di funzione,INPS,838.17,4513.62
202309,Regione Lazio,Indennita di funzione,n.c.,"€ 1.177,45",4746.7
10/2022,Ministero della Salute,Straordinario,IRPEF,1264.53,6488.04
202307,Ministero dell'Economia,Rimborso spese,IRPEF,434.44,2121.36
202304,INAIL,Straordinario,ADD_COM,943.34,2890.71
202410,INPS,Premio produttivita,IRAP,857.81,2777.24
202409,INAIL,Straordinario,irpef,379.61,2124.59
Rata 2025,Regione Lazio,Stipendio base x,INAIL,"760,32",
202502,INAIL,Stipendio base,ADD_REG,"€ 845,42",
2023-06,Comune di Milano,Trattenuta sindacale,irpef,1235.14,3187.25
202512,Ministero dell'Economia,Trattenuta sindacale x,ADD_COM,718.43,3606.97
202407,n.a.,Rimborso spese,INAIL,167.33,484.11
202212,Comune di Roma,Trattenuta sindacale,IRAP,756.58,3310.99
202301,Comune di Milano,Indennita di funzione,ADD_REG,"€ 1.265,03",5385.2
202401,INAIL,Indennita di funzione,n.c.,878.32,131153.28
202510,Comune di Roma,Buoni pasto,INAIL,512.35,2031.78
202305,Regione Lazio,Straordinario,IRES,1385.41,7643.3
2022-07,Comune di Roma,Rimborso spese,IRES,275.69,1301.84
gen-2022,Agenzia delle Entrate,Anticipo TFR x,ADD_REG,523.97,3128.42
202205,Regione Lazio,Straordinario,Add_Reg,"€ 683,85",700148.37
202412,N.D.,Buoni pasto,IRPEF,1120.07,5123.0
202402,Comune di Milano,Premio produttivita,IRES,1261.83,5366.32
202310,Ministero dell'Economia,Indennita di funzione,INPS,134.91,775.69
202411,INAIL,Buoni pasto x,ADD_COM,1198.45,4923.3
202508,Agenzia delle Entrate,Straordinario,Inail,N.D.,
Rata 2025,INAIL,Rimborso spese,INAIL,1347.25,7191.59
2022-02,INAIL,Rimborso spese,IVA,"€ 1.355,64",7809.81
2024-09,Ministero della Salute,Indennita di funzione,IRPEF,N.D.,
202506,Agenzia delle Entrate,Indennita di funzione,ADD_REG,325.79,830.42
202502,Ministero dell'Economia,Stipendio base,ADD_REG,505.11,2239.4
202305,N/A,Stipendio base,IVA,1407.66,6986.96
202312,INPS,Stipendio base,INPS,"917,35",3205.72
04/24,n.a.,Rimborso spese,IRES,831.20,4148.95
03/2022,INAIL,Anticipo TFR,IVA,1377.78,5682.25
Rata 2024,INPS,Trattenuta sindacale,IRES,1317.59,721019.08
202203,INPS,Anticipo TFR,IVA,1104.87,4991.9
may-2025,Ministero dell'Economia,Rimborso spese,IRES,1329.27,4726.61
202211,Ministero dell'Economia,Premio produttivita,INPS,"215,06",1106.98
202212,INAIL,Rimborso spese x,n.c.,1148.44,2311.03
ago-2023,Comune di Roma,Indennita di funzione,INAIL,1450.18,7646.38
202203,Comune di Milano,Buoni pasto,n.c.,121.02,390.45
202303,Ministero dell'Economia,Buoni pasto,n.c.,373.42,2180.22
202305,Regione Lazio,Rimborso spese,IRES,1201.25,6050.29
feb-2023,INPS,Premio produttivita,n.c.,804.07,2383.39
11/24,INPS,Stipendio base x,IRES,"175,60",1038.71
202409,Regione Lazio,Rimborso spese,INAIL,438.54,1753.42
Rata 2025,Agenzia delle Entrate,Premio produttivita,n.c.,519.89,2127.23
11/2023,Regione Lazio,Stipendio base,Inail,515.54,2906.65
2024-08,Comune di Milano,Trattenuta sindacale x,ADD_REG,1322.63,7504.09
feb-2024,Regione Lazio,Anticipo TFR,INAIL,1009.95,4835.17
05/25,INAIL,Stipendio base,Ires,1115.63,6597.61
2024-07,Comune di Roma,Indennita di funzione,IVA,69.68,231.02
2025-02,Comune di Milano,Premio produttivita,INPS,669.89,1962.34
202309,Regione Lazio,Indennita di funzione x,Iva,510.84,1081.46
202208,Regione Lazio,Rimborso spese,IVA,1285.29,4351.19
202309,Ministero dell'Economia,Anticipo TFR,Add_Reg,1433.11,6320.78
202307,Comune di Roma,Trattenuta sindacale,ADD_REG,663.84,2138.57
jun-2024,Agenzia delle Entrate,Trattenuta sindacale,irap,"€ 1.460,94",6309.04
202512,Agenzia delle Entrate,Trattenuta sindacale,IRAP,70.82,
202407,Agenzia delle Entrate,Straordinario,IRES,522.29,1784.33
06/25,INAIL,Trattenuta sindacale,IVA,1173.65,5858.88
202302,Agenzia delle Entrate,Buoni pasto,INPS,572.14,1383.04
202410,Regione Lazio,Anticipo TFR,INAIL,1385.40,6732.14
202311,Comune di Roma,Anticipo TFR,IRAP,"€ 366,77",
202409,Comune di Roma,Premio produttivita,IRES,1203.72,5145.96
202411,INPS,Stipendio base,IRPEF,342.47,1898.77
202311,,Straordinario,n.c.,N.D.,1953.77
202410,Agenzia delle Entrate,Premio produttivita,IRPEF,-696.34,
202307,Ministero dell'Economia,Buoni pasto,IRES,1420.16,6697.95
202202,Ministero della Salute,Straordinario,INAIL,898.91,
