rata,ente,descrizione,tipo_imposta,imposta,spesa
202512,Comune di Roma,Indennita di funzione,INPS,245.81,1277.45
202306,Ministero della Salute,Straordinario,iva,1418.51,6255.12
feb-2024,Ministero della Salute,Indennita di funzione,ADD_REG,632.97,3435.41
202306,Comune di Roma,Straordinario,IRAP,N.D.,898.74
202202,N.D.,Indennita di funzione,INAIL,1277.67,3965.5
202312,Ministero dell'Economia,Stipendio base,IVA,628.83,2299.45
202201,Comune di Roma,Anticipo TFR,IRPEF,100.92,218.98
202503,Ministero dell'Economia,Stipendio base,INPS,"€ 284,82",1080.28
202213,Regione Lazio,Anticipo TFR,Irpef,976.91,
202304,Comune di Roma,Stipendio base,n.c.,1185.21,4232.31
202502,INPS,Premio produttivita,inps,"€ 355,85",
202401,Regione Lazio,Straordinario,IRAP,1380.22,7615.57
09/2023,INPS,Buoni pasto,IVA,"1.283,95",3956.32
202412,Agenzia delle Entrate,Straordinario,INPS,"1.280,15",7136.8
202502,Comune di Milano,Trattenuta sindacale,IRAP,380.11,1407.88
202304,INPS,Trattenuta sindacale,IRAP,123.28,408.21
202407,Comune di Milano,Buoni pasto,IVA,1307.76,5244.18
202512,INAIL,Trattenuta sindacale,irap,493.41,1811.29
202409,INAIL,Buoni pasto,ADD_REG,947.43,2870.23
202310,Regione Lazio,Premio produttivita,IRPEF,1151.95,4620.15
202207,Agenzia delle Entrate,Trattenuta sindacale,ADD_REG,236.03,615.38
Rata 2022,n.a.,Straordinario,Irap,1182.22,4028.67
03/2025,INPS,Indennita di funzione,INPS,1410.84,6014.64
202411,Agenzia delle Entrate,Straordinario,IRES,1106.14,4041.43
202310,INAIL,Indennita di funzione,iva,689.77,3652.78
2023-01,Comune di Roma,Indennita di funzione,ADD_REG,"1.321,18",3999.06
202409,INPS,Anticipo TFR,IRAP,814.81,4790.34
202402,Comune di Milano,Stipendio base x,IRES,1129.92,5806.53
202409,n.a.,Trattenuta sindacale,INPS,"€ 1.239,73",7277.68
202310,Ministero della Salute,Premio produttivita,IRES,1136.56,6083.49
202402,Regione Lazio,Anticipo TFR,IRAP,467.39,1200.45
2023-06,Comune di Roma,Indennita di funzione,IVA,220.87,906.86
202502,Ministero dell'Economia,Indennita di funzione,INPS,395.59,1060.15
202207,  ,Straordinario,INAIL,779.17,4108.49
202212,Agenzia delle Entrate,Buoni pasto,INAIL,782.65,3394.08
01/25,Comune di Roma,Anticipo TFR,ADD_REG,894.83,2732.63
202405,INAIL,Indennita di funzione,IRPEF,622.90,3561.99
202412,INPS,Indennita di funzione,IRAP,1190.99,2930.72
202304,Regione Lazio,Straordinario,IRPEF,1374.07,5847.29
202502,INAIL,Premio produttivita,IRPEF,407.75,1991.52
202306,Comune di Milano,Stipendio base,IRES,1117.96,2499.08
202207,Ministero della Salute,Trattenuta sindacale,INPS,1033.06,4536.6
08/2022,Ministero dell'Economia,Stipendio base,add_com,808.48,4255.52
2025-04,INAIL,Indennita di funzione,ADD_REG,323.37,734.09
202212,,Anticipo TFR,INAIL,1203.09,4871.28
202513,Agenzia delle Entrate,Stipendio base,ADD_REG,1442.91,4378.12
202304,Ministero dell'Economia,Straordinario,IRES,1096.66,5101.33
202212,Comune di Roma,Anticipo TFR,ADD_REG,1380.90,3417.33
202312,Ministero dell'Economia,Buoni pasto,ADD_COM,1477.07,8490.5
202406,Ministero dell'Economia,Stipendio base,irpef,"560,47",3126.81
2023-01,sconosciuto,Trattenuta sindacale,IVA,"€ 975,42",2676.45
feb-2025,Regione Lazio,Anticipo TFR,ADD_REG,737.20,2427.65
mag-2024,Ministero dell'Economia,Trattenuta sindacale,Iva,1480.61,6441.45
202302,INAIL,Buoni pasto,ADD_REG,186.02,906.34
202408,Comune di Milano,Buoni pasto,ADD_COM,"€ 647,94",2443.14
202511,Comune di Roma,Rimborso spese,iva,1319.53,3463.98
202302,Regione Lazio,Indennita di funzione,IRPEF,"461,87",1116.16
202209,INPS,Premio produttivita,IRAP,1192.30,7152.68
202302,Comune di Roma,Anticipo TFR,IRES,605.04,2312.1
202509,Ministero dell'Economia,Indennita di funzione,IVA,-1470.97,8075.81
202206,Ministero dell'Economia,Premio produttivita,INPS,1331.12,5230.64
2025-01,INPS,Premio produttivita,IVA,"486,91",2770.24
202412,Ministero dell'Economia,Rimborso spese,IRES,1166.78,2743.14
2024-02,Agenzia delle Entrate,Straordinario,IRAP,"538,44",1322.45
202308,Comune di Milano,Trattenuta sindacale,INAIL,929.23,5313.83
may-2025,INPS,Premio produttivita,Irpef,1004.80,5817.76
2022-12,Ministero dell'Economia,Indennita di funzione,IRES,1252.91,4083.07
202309,INAIL,Premio produttivita,ADD_COM,N.D.,292.3
Rata 2023,  ,Anticipo TFR x,IRPEF,369.23,1406.69
2023-06,Comune di Milano,Rimborso spese,IVA,1082.28,3966.17
2023-06,Ministero della Salute,Straordinario,IRES,867.11,2393.38
202208,INAIL,Buoni pasto,irpef,768.63,4299.33
10/24,Comune di Roma,Stipendio base,IVA,130.05,391.87
11/2022,Comune di Milano,Anticipo TFR x,INPS,555.00,2675.7
202401,Comune di Milano,Straordinario,IRES,1304.40,2959.19
08/25,Ministero della Salute,Stipendio base,IRPEF,94.79,204.27
202499,N.D.,Premio produttivita,IRES,624.83,2883.54
202404,Ministero della Salute,Rimborso spese,INAIL,1420.47,4767.19
202410,Ministero dell'Economia,Buoni pasto,ADD_REG,"€ 123,78",572.09
202404,Comune di Roma,Stipendio base,IRES,1137.07,2701.77
202410,Ministero dell'Economia,Premio produttivita,IRAP,423.54,2456.28
202400,  ,Rimborso spese,IRAP,1306.58,6525.14
202403,INPS,Premio produttivita,IRAP,1131.80,6230.64
2024-05,Ministero della Salute,Premio produttivita,IRES,1334.27,3396.89
202307,N.D.,Indennita di funzione,IRPEF,363.09,1191.17
Rata 2022,  ,Indennita di funzione,n.c.,820.37,2849.45
feb-2025,Regione Lazio,Anticipo TFR,IRAP,1179.94,4895.21
202300,non disponibile,Buoni pasto,IRAP,406.26,1294.94
202411,Comune di Milano,Trattenuta sindacale,IRAP,384.58,862.43
202210,Ministero dell'Economia,Straordinario,ADD_COM,89.41,310.75
08/25,Comune di Roma,Rimborso spese,INPS,-1439.85,4345.75
feb-2024,Comune di Milano,Premio produttivita,IVA,1079.52,3825.48
202405,Comune di Milano,Stipendio base,n.c.,971.56,2708.55
2024-02,  ,Buoni pasto,ADD_REG,1128.79,
202305,INPS,Anticipo TFR,add_com,820.84,3700.19
202512,Comune di Milano,Straordinario,IRPEF,740.39,2630.32
202406,INPS,Straordinario,ADD_COM,701.82,
202203,Agenzia delle Entrate,Rimborso spese x,IVA,"€ 771,59",2682.01
03/2024,Ministero della Salute,Premio produttivita,IVA,869.36,3413.43
09/23,INPS,Trattenuta sindacale,ADD_REG,833.69,3058.82
202204,INAIL,Stipendio base,INAIL,911.70,3398.62
01/2025,N.D.,Straordinario,ADD_REG,253.08,638.52
2024-01,INAIL,Indennita di funzione,IRAP,"€ 1.394,88",6598.27
202304,Comune di Roma,Stipendio base,n.c.,1185.21,4232.31
202202,INAIL,Indennita di funzione,Add_Com,1184.21,6832.44
