_id,periodo,cod_comparto,comparto,cod_regione_origine,regione_origine,cod_regione_destinazione,regione_destinazione,trasferimenti_in,trasferimenti_out,saldo,tipologia,data_aggiornamento,note,fonte,Cod Comparto,trasferimenti in
f919c508c4433fd9b443d7c5,202301,3,ISTRUZIONE E RICERCA,01,PIEMONTE,19,SICILIA,8,5,3,Comando,2025-05-21,,,3,8
56aadef203c600eedc9c81e9,202405,1,FUNZIONI CENTRALI,10,UMBRIA,04,TRENTINO-ALTO ADIGE,7,10,-3,Mobilita' volontaria,2025-08-16,,,1,7
d9fd29ef8ce4609bfdc7a351,202308,2,FUNZIONI LOCALI,11,MARCHE,18,CALABRIA,9,6,3,Distacco,2025-01-02,,,2,9
9183e45fa088537929ff617e,202310,4,SANITA',09,TOSCANA,09,TOSCANA,10,9,1,Mobilita' volontaria,2025-05-11,,,4,10
bca6de34e2a024b15712273a,202304,3,ISTRUZIONE E RICERCA,19,SICILIA,05,VENETO,6,-9,0,Mobilita' volontaria,2025-07-28,,,3,6
7fc3058102fe78b07220bf56,202407,2,FUNZIONI LOCALI,08,EMILIA-ROMAGNA,19,SICILIA,5,11,-6,Distacco,2025-02-16,,,2,5
5db1e17c1a9d73873afc54f0,202405,5,SICUREZZA-DIFESA,16,PUGLIA,10,UMBRIA,11,8,3,Mobilita' volontaria,2025-06-29,,,5,11
8612f15c4f47bdfdc7955806,202312,6,VIGILI DEL FUOCO E SOCCORSO PUBBLICO,13,ABRUZZO,03,LOMBARDIA,4,9,-5,Mobilita' volontaria,2025-04-13,,,6,4
6cd1efd7338f05f2137e303e,202404,3,ISTRUZIONE E RICERCA,02,VALLE D'AOSTA,04,TRENTINO-ALTO ADIGE,7,6,1,Passaggio diretto,2025-04-07,,,3,7
40ca93570189950a3195ad08,202407,6,VIGILI DEL FUOCO E SOCCORSO PUBBLICO,07,LIGURIA,03,LOMBARDIA,13,5,8,Passaggio diretto,2025-01-16,,,6,13
85e1f9113facb84c38831833,202401,2,FUNZIONI LOCALI,02,VALLE D'AOSTA,,UMBRIA,7,7,0,Assegnazione temporanea,2024-10-13,,,2,7
7a3372e6b9f77446b722a797,202405,2,FUNZIONI LOCALI,13,ABRUZZO,08,EMILIA-ROMAGNA,8,5,3,Passaggio diretto,2025-01-27,,,2,8
dbba84cb94754c94b5d6135f,202409,4,SANITA',16,PUGLIA,15,CAMPANIA,7,6,1,Trasferimento d'ufficio,2025-06-27,,,4,7
4acf2e3abbba22290dfba6d8,202310,6,VIGILI DEL FUOCO E SOCCORSO PUBBLICO,15,CAMPANIA,10,UMBRIA,10,4,6,Assegnazione temporanea,2025-09-27,,,6,10
69acc484b0a182babea5579c,2023-09,3,ISTRUZIONE E RICERCA,07,LIGURIA,17,BASILICATA,7,17,-10,Mobilita' volontaria,2025-03-29,,,3,7
352f8797d8a3c9a8d8eda600,202410,6,VIGILI DEL FUOCO E SOCCORSO PUBBLICO,04,TRENTINO-ALTO ADIGE,13,ABRUZZO,12,8,4,Trasferimento d'ufficio,2025-05-14,,,6,12
dadd8e7ab92763c1e7179791,202311,1,FUNZIONI CENTRALI,17,BASILICATA,20,SARDEGNA,11,6,5,Passaggio diretto,2025-02-23,,,1,11
26143e54efca5dc8b0ebd278,202408,6,VIGILI DEL FUOCO E SOCCORSO PUBBLICO,02,VALLE D'AOSTA,13,ABRUZZO,10,4,6,Mobilita' volontaria,2025-07-22,,,6,10
f12e18a0a975742cd19ff387,202409,3,ISTRUZIONE E RICERCA,17,BASILICATA,,EMILIA-ROMAGNA,"5,0",10,-5,Distacco,2024-11-06,,,3,5
559a3b9aced06424f4be1b10,202404,2,,12,LAZIO,08,EMILIA-ROMAGNA,12,11,1,Distacco,2025-05-13,,,2,12
2e9ecd7e1580fe3ab9eb425d,202409,1,FUNZIONI CENTRALI,02,VALLE D'AOSTA,01,PIEMONTE,5,5,0,Passaggio diretto,2025-05-26,,,1,5
275faac75246b84f5fb79160,202401,6,VIGILI DEL FUOCO E SOCCORSO PUBBLICO,13,ABRUZZO,19,SICILIA,5,6,-1,Distacco,2025-07-17,,,6,5
abc4eb7b6841c10a58aa913c,202412,4,SANITA',13,ABRUZZO,03,LOMBARDIA,9,7,-7,Distacco,2024-09-28,,,4,9
54bd879e9e8c3c784e04b356,202310,6,VIGILI DEL FUOCO E SOCCORSO PUBBLICO,09,TOSCANA,19,SICILIA,13,20,-7,Mobilita' volontaria,2024-09-16,,,6,13
a215be30ce877cd641be0318,202405,4,SANITA',12,LAZIO,,LIGURIA,9,10,-1,Mobilita' volontaria,2025-09-29,,,4,9
f65b878985ebf93d3e136593,202403,2,FUNZIONI LOCALI,16,PUGLIA,08,EMILIA-ROMAGNA,4,10,-6,Distacco,2024-09-06,,,2,4
84ecd450eafec25178b4e4ab,202402,6,VIGILI DEL FUOCO E SOCCORSO PUBBLICO,17,BASILICATA,13,ABRUZZO,8,9,-1,Mobilita' volontaria,2025-09-20,,,6,8
f97064c26074a2df3896e6e3,202403,1,FUNZIONI CENTRALI,10,UMBRIA,10,UMBRIA,13,8,5,Mobilita' volontaria,2025-05-13,,,1,13
52cf89c80278a4f6081f84c3,202304,6,VIGILI DEL FUOCO E SOCCORSO PUBBLICO,06,FRIULI-VENEZIA GIULIA,06,FRIULI-VENEZIA GIULIA,10,11,-1,Mobilita' volontaria,2024-09-25,,,6,10
e4a16c239cfa5e42e9f996fd,202406,4,SANITA',06,FRIULI-VENEZIA GIULIA,17,BASILICATA,"13,0",11,11,Assegnazione temporanea,2025-05-04,,,4,13
a66f961cdadfe055b754167b,202306,1,FUNZIONI CENTRALI,09,TOSCANA,02,VALLE D'AOSTA,7,6,1,Comando,28/06/2025,,,1,7
1812f53821eab3f3d2668676,202306,6,VIGILI DEL FUOCO E SOCCORSO PUBBLICO,17,BASILICATA,13,ABRUZZO,13,10,3,Distacco,2025-02-20,,,6,13
da6efff0123f74ac478e807e,202308,6,VIGILI DEL FUOCO E SOCCORSO PUBBLICO,11,MARCHE,16,PUGLIA,9,-8,1,Mobilita' volontaria,02/05/2025,,,6,9
82619f74cac06b957f91529e,202310,1,FUNZIONI CENTRALI,15,CAMPANIA,08,EMILIA-ROMAGNA,5,8,-3,Mobilita' volontaria,2025-05-12,,,1,5
409044e0a5cae3c12b2c5dcf,202401,6,VIGILI DEL FUOCO E SOCCORSO PUBBLICO,16,PUGLIA,09,TOSCANA,5,7,-2,Passaggio diretto,2025-02-22,,,6,5
561151cacf5d374b45776115,202305,1,FUNZIONI CENTRALI,04,TRENTINO-ALTO ADIGE,20,SARDEGNA,3,10,-7,Distacco,2025-03-01,,,1,3
1744bf77ed3ef91836b7431b,202307,5,SICUREZZA-DIFESA,16,PUGLIA,20,SARDEGNA,13,6,7,Distacco,2025-01-29,,,5,13
dcda45cefdf6ee087fb08322,202301,6,VIGILI DEL FUOCO E SOCCORSO PUBBLICO,05,VENETO,08,EMILIA-ROMAGNA,11,3,8,Distacco,2025-09-05,,,6,11
65c730f06353c13c5796ca0e,202305,2,FUNZIONI LOCALI,10,UMBRIA,NULL,EMILIA-ROMAGNA,10,10,0,Passaggio diretto,2025-03-01,,,2,10
2f050bbe213df09f44d03f96,202303,2,FUNZIONI LOCALI,16,PUGLIA,05,VENETO,12,9,3,Passaggio diretto,2024-11-04,,,2,12
53335e2f0395ecc11819eb27,202412,2,FUNZIONI LOCALI,02,VALLE D'AOSTA,12,LAZIO,15,5,10,Distacco,2025-03-13,,,2,15
12bcbf052cca06f23fb6cd37,202405,4,SANITA',11,MARCHE,06,FRIULI-VENEZIA GIULIA,11,6,-2,Trasferimento d'ufficio,2025-01-13,,,4,11
e0a1e7c9626bbed3338ada19,202310,5,SICUREZZA-DIFESA,10,UMBRIA,04,TRENTINO-ALTO ADIGE,9,12,-3,Assegnazione temporanea,2024-11-27,,,5,9
aeee1dbe3e829a48324032d1,202404,5,SICUREZZA-DIFESA,14,MOLISE,03,LOMBARDIA,"4,0",5,-1,Trasferimento d'ufficio,2025-03-03,,,5,4
92895f2cbb328270041b7fa3,202303,2,FUNZIONI LOCALI,20,SARDEGNA,18,CALABRIA,5,7,-2,Assegnazione temporanea,2025-03-15,,,2,5
766446ba9b61557ff35480d7,202301,2,FUNZIONI LOCALI,18,CALABRIA,08,NULL,5,6,-1,Mobilita' volontaria,10/10/2024,,,2,5
ad00bdecdfc7a7830b9c83f9,202310,3,ISTRUZIONE E RICERCA,17,BASILICATA,05,VENETO,9,7,2,Passaggio diretto,2025-05-05,,,3,9
20a314904a46db4a27d3d0dc,202401,4,SANITA',04,TRENTINO-ALTO ADIGE,01,PIEMONTE,5,7,-2,Comando,14/01/2025,,,4,5
251dbb4b1a23faa166afea37,202408,1,FUNZIONI CENTRALI,05,VENETO,06,FRIULI-VENEZIA GIULIA,9,9,0,Mobilita' volontaria,07/09/2024,,,1,9
3c4cd7a177a469692d2497ec,202402,2,FUNZIONI LOCALI,15,CAMPANIA,03,LOMBARDIA,13,5,8,Assegnazione temporanea,2024-12-22,,,2,13
07bc29d68d4d49e0773059d1,202412,3,ISTRUZIONE E RICERCA,03,LOMBARDIA,20,SARDEGNA,6,6,0,Assegnazione temporanea,2025-08-19,in verifica,,3,6
20dc3d26c62bf1529fe311ae,202405,1,FUNZIONI CENTRALI,19,SICILIA,13,ABRUZZO,5,8,-3,Mobilita' volontaria,2025-10-03,,,1,5
8110e57cd94dc1f941857273,202305,3,ISTRUZIONE E RICERCA,17,BASILICATA,04,TRENTINO-ALTO ADIGE,13,6,7,Passaggio diretto,2024-10-04,,,3,13
54187c3a3adc1f1090b02230,202405,3,ISTRUZIONE E RICERCA,15,CAMPANIA,NULL,PIEMONTE,9,5,4,Comando,2025-06-10,,,3,9
598ef3de57d31a67f4075b39,202311,3,ISTRUZIONE E RICERCA,19,SICILIA,13,ABRUZZO,5,7,-2,Distacco,2025-06-06,,,3,5
cb3e511fe0de28117a057536,202407,4,SANITA',11,MARCHE,10,UMBRIA,6,7,-1,Comando,2024-11-23,,,4,6
5dc9456dda6d9857d144da3a,202403,1,FUNZIONI CENTRALI,07,LIGURIA,20,SARDEGNA,11,4,7,Assegnazione temporanea,2025-01-23,,,1,11
9564ab14ddfe9a78cae94c03,202407,5,SICUREZZA-DIFESA,04,TRENTINO-ALTO ADIGE,01,PIEMONTE,7,11,-4,Distacco,2025-02-08,,,5,7
e9170d8d7855f86bffd4e555,202303,6,VIGILI DEL FUOCO E SOCCORSO PUBBLICO,13,ABRUZZO,18,CALABRIA,6,5,1,Comando,2024-10-07,,,6,6
67ae102e75ea86732692261d,202401,2,,20,SARDEGNA,02,VALLE D'AOSTA,9,14,-5,Passaggio diretto,2025-01-07,,,2,9
953377cd818c9bdc8154c6e0,202307,6,VIGILI DEL FUOCO E SOCCORSO PUBBLICO,19,SICILIA,19,SICILIA,9,10,-1,Comando,2024-10-12,,,6,9
92f382cf4ad5fa42d6ded756,202312,4,SANITA',13,ABRUZZO,18,CALABRIA,7,7,0,Passaggio diretto,2025-02-20,,,4,7
045951a78f26ee700cb5b6e0,202409,1,FUNZIONI CENTRALI,02,VALLE D'AOSTA,09,TOSCANA,10,6,4,Mobilita' volontaria,2025-05-30,,,1,10
40edb1af14186f84cf658bf0,202302,4,SANITA',19,SICILIA,06,FRIULI-VENEZIA GIULIA,"10,0",7,3,Distacco,2025-06-24,in verifica,,4,10
55895efe9eb2dd485b02750b,202306,2,FUNZIONI LOCALI,01,PIEMONTE,19,SICILIA,11,6,5,Trasferimento d'ufficio,2025-05-16,,,2,11
7bf31899fe667aaecfa3fcea,202404,2,FUNZIONI LOCALI,14,MOLISE,15,CAMPANIA,8,11,-3,Mobilita' volontaria,26/01/2025,,,2,8
f36b6adda11303cf42e58254,202406,1,FUNZIONI CENTRALI,18,CALABRIA,16,PUGLIA,7,12,-5,Trasferimento d'ufficio,2025-07-27,,,1,7
2cfc6964fa0d902b828fb9c8,202407,5,SICUREZZA-DIFESA,7,LIGURIA,04,TRENTINO-ALTO ADIGE,3,15,-12,Comando,2025-03-01,,,5,3
0ad4237f4111b964ed0a4653,202406,1,FUNZIONI CENTRALI,17,BASILICATA,13,ABRUZZO,16,6,10,Distacco,2024-11-19,,,1,16
bd37bd5a4a712c07524c51c4,202406,5,SICUREZZA-DIFESA,15,CAMPANIA,01,PIEMONTE,13,10,3,Comando,2025-09-10,,,5,13
18681223b650adc540795867,202403,3,ISTRUZIONE E RICERCA,18,CALABRIA,14,MOLISE,10,15,-5,Assegnazione temporanea,2024-09-20,,,3,10
bffd10885bb03a82398dc57a,202405,5,SICUREZZA-DIFESA,16,PUGLIA,06,FRIULI-VENEZIA GIULIA,3,7,-4,Trasferimento d'ufficio,2025-02-05,,,5,3
e775fab9359df6d5f417e670,202311,4,SANITA',14,MOLISE,18,CALABRIA,9,10,31,Comando,2025-01-06,,,4,9
7f1ea224499e2b3f75eb246d,202309,5,SICUREZZA-DIFESA,09,TOSCANA,20,SARDEGNA,7,4,3,Assegnazione temporanea,2025-08-13,,,5,7
74adf30e7c5e1cc528552fe4,202406,1,FUNZIONI CENTRALI,10,UMBRIA,11,MARCHE,5,7,-2,Passaggio diretto,2024-10-10,,,1,5
e317fbca94072f9b565959a3,202309,6,VIGILI DEL FUOCO E SOCCORSO PUBBLICO,05,VENETO,02,VALLE D'AOSTA,5,12,-7,Distacco,2025-09-27,,,6,5
5b0cd8411f320bf52506e06d,202411,2,FUNZIONI LOCALI,14,MOLISE,17,BASILICATA,7,9,-2,Comando,2025-03-10,,,2,7
f3783faf7ebb5e4b2640de1b,202306,2,FUNZIONI LOCALI,20,SARDEGNA,11,MARCHE,9,6,3,Passaggio diretto,2024-10-14,,,2,9
2cc05fa80830f0490501c77f,202309,1,FUNZIONI CENTRALI,11,MARCHE,16,,10,8,2,Assegnazione temporanea,2025-03-02,,,1,10
5d1a5f6535e142c0d86b3213,202303,1,FUNZIONI CENTRALI,10,UMBRIA,01,PIEMONTE,12,9,3,Passaggio diretto,2025-04-14,,,1,12
0f008d7c2bad4f3768e63fc9,202405,4,SANITA',15,CAMPANIA,20,SARDEGNA,6,12,-6,Comando,2025-07-17,,,4,6
c62677400f960a45648cb8c5,202411,4,SANITA',03,LOMBARDIA,05,VENETO,13,6,-3,Distacco,2025-02-19,,,4,13
83a179756e89fbaa75373b7b,202312,4,SANITA',18,CALABRIA,03,LOMBARDIA,8,9,-1,Assegnazione temporanea,2025-08-05,,flusso SICO,4,8
f4589db6a38df6143e2a5475,202410,,FUNZIONI CENTRALI,07,LIGURIA,04,TRENTINO-ALTO ADIGE,7,5,2,Trasferimento d'ufficio,2025-07-13,,,1,7
7c67cc30ee50367877594d07,202410,6,VIGILI DEL FUOCO E SOCCORSO PUBBLICO,13,ABRUZZO,20,SARDEGNA,6,8,-2,Distacco,2025-06-22,,,6,6
a8e43e677f1a3e255dc9eedd,202309,3,ISTRUZIONE E RICERCA,9,TOSCANA,16,PUGLIA,11,6,5,Assegnazione temporanea,2024-12-15,,,3,11
2ccde777f40dce02e705f96d,202309,2,FUNZIONI LOCALI,05,VENETO,17,BASILICATA,9,7,2,Passaggio diretto,2024-10-09,,,2,9
f76735ea777fd99f50bc2088,202306,2,FUNZIONI LOCALI,01,PIEMONTE,03,LOMBARDIA,4,10,-6,Comando,2025-05-10,,,2,4
a4685c04930177bedd918331,202306,5,SICUREZZA-DIFESA,02,VALLE D'AOSTA,05,VENETO,8,7,1,Distacco,2025-04-08,,,5,8
55f7561c01a5465e8f9fba6e,202405,5,SICUREZZA-DIFESA,2,VALLE D'AOSTA,02,VALLE D'AOSTA,11,12,-1,Assegnazione temporanea,2025-08-23,,,5,11
d47bc1cf6151761867406da9,202407,4,SANITA',05,VENETO,20,SARDEGNA,8,2,6,Comando,2025-05-15,,,4,8
da5b21cee7da30319222ddfa,202412,1,FUNZIONI CENTRALI,14,MOLISE,19,SICILIA,9,12,-3,Passaggio diretto,2024-10-29,,,1,9
96916d4a7532354214bd615c,202305,5,SICUREZZA-DIFESA,09,TOSCANA,07,LIGURIA,"9,0",11,-2,Comando,2025-02-16,,,5,9
39bbc4ada4f63315aa02ce34,202402,3,ISTRUZIONE E RICERCA,01,PIEMONTE,18,NULL,8,5,3,Passaggio diretto,2024-10-27,,,3,8
64136ceb71dd08e231e24610,202404,1,FUNZIONI CENTRALI,09,TOSCANA,,LAZIO,11,12,-1,Mobilita' volontaria,2024-10-25,,,1,11
b114f53c76858c4a243f4af6,202310,3,ISTRUZIONE E RICERCA,14,MOLISE,07,LIGURIA,10,5,5,Comando,2025-03-11,,,3,10
fa54a1d9a383362b046dc056,202407,5,SICUREZZA-DIFESA,17,BASILICATA,16,PUGLIA,11,6,5,Passaggio diretto,2024-12-05,in verifica,,5,11
785b546c46f1d74dd8a9f882,202301,2,FUNZIONI LOCALI,17,BASILICATA,02,VALLE D'AOSTA,9,8,1,Distacco,2025-03-06,,,2,9
d5e95b5d2dd02b4aa50b8360,202402,6,VIGILI DEL FUOCO E SOCCORSO PUBBLICO,06,FRIULI-VENEZIA GIULIA,03,LOMBARDIA,13,11,2,Assegnazione temporanea,2025-09-20,,,6,13
7e34b8b629b7545ce83d77b1,202402,4,SANITA',06,FRIULI-VENEZIA GIULIA,19,SICILIA,7,8,-1,Mobilita' volontaria,2025-07-31,,,4,7
21f167286b2d8458f2394430,202306,5,SICUREZZA-DIFESA,14,MOLISE,13,ABRUZZO,7,9,-2,Passaggio diretto,2025-06-10,,,5,7
423893c33022966616a05d03,202401,3,ISTRUZIONE E RICERCA,16,PUGLIA,12,LAZIO,3,2,1,Assegnazione temporanea,2025-06-15,,,3,3
3cbf0bff829a552acf15ee4a,202304,3,ISTRUZIONE E RICERCA,13,ABRUZZO,18,CALABRIA,7,15,-8,Comando,2025-03-21,in verifica,,3,7
294b7bcf4d82d2c32af18590,202309,2,FUNZIONI LOCALI,04,TRENTINO-ALTO ADIGE,16,PUGLIA,14,13,1,Trasferimento d'ufficio,2025-08-28,,,2,14
82ce2844389994617a7a25cf,202405,5,SICUREZZA-DIFESA,17,BASILICATA,13,ABRUZZO,9,9,0,Mobilita' volontaria,12/05/2025,,,5,9
6d0dc6475583dc04debb8f31,202403,1,FUNZIONI CENTRALI,19,SICILIA,18,CALABRIA,8,9,-1,Assegnazione temporanea,2024-12-16,,,1,8
ab8cd4329c1d39946590cdeb,202408,2,FUNZIONI LOCALI,01,PIEMONTE,13,ABRUZZO,"11,0",10,1,Trasferimento d'ufficio,2024-09-04,,,2,11
0fdeeebaf3339d754e738407,202410,6,VIGILI DEL FUOCO E SOCCORSO PUBBLICO,16,PUGLIA,09,TOSCANA,11,5,6,Trasferimento d'ufficio,2025-07-05,,,6,11
5d7c0cfef33ada125fc91d8c,202407,5,SICUREZZA-DIFESA,20,SARDEGNA,03,LOMBARDIA,8,8,0,Assegnazione temporanea,2024-10-05,,,5,8
dcc166eb0bc08b37d2b5a6c3,202311,3,ISTRUZIONE E RICERCA,10,UMBRIA,12,LAZIO,10,8,2,Comando,2025-09-19,,flusso SICO,3,10
47caec33230bc3466627c5fb,202411,4,SANITA',18,CALABRIA,,UMBRIA,14,13,1,Assegnazione temporanea,2025-06-10,,,4,14
417f5455141ca52ca8934be0,202406,5,SICUREZZA-DIFESA,17,BASILICATA,15,CAMPANIA,14,8,6,Mobilita' volontaria,01/08/2025,,,5,14
a38eb731e812823ca31a17a8,202302,3,ISTRUZIONE E RICERCA,18,CALABRIA,06,FRIULI-VENEZIA GIULIA,12,12,0,Comando,01/11/2024,,,3,12
33899a001e48e5d0ec655b91,202402,2,FUNZIONI LOCALI,14,MOLISE,01,PIEMONTE,18,7,11,Trasferimento d'ufficio,2024-10-31,,,2,18
b4435088eb3df1a95e972b1f,202309,6,VIGILI DEL FUOCO E SOCCORSO PUBBLICO,09,TOSCANA,19,SICILIA,10,5,5,Mobilita' volontaria,2025-06-30,,,6,10
c8a5835cdfb55f646d222cb0,202307,5,SICUREZZA-DIFESA,03,LOMBARDIA,19,SICILIA,"12,0",9,3,Passaggio diretto,2024-11-28,,flusso SICO,5,12
25467399544a4348d1fd0508,202309,6,VIGILI DEL FUOCO E SOCCORSO PUBBLICO,14,MOLISE,10,UMBRIA,5,11,-6,Mobilita' volontaria,2024-10-28,,,6,5
d80dda61b6c00490a0368298,202407,3,ISTRUZIONE E RICERCA,12,LAZIO,09,TOSCANA,8,6,2,Trasferimento d'ufficio,2025-02-19,,,3,8
3ea018e039205f562685cec1,202312,5,SICUREZZA-DIFESA,12,LAZIO,15,CAMPANIA,7,8,-1,Trasferimento d'ufficio,2025-05-02,,,5,7
2552df7a670d543a7f7273c5,202310,5,SICUREZZA-DIFESA,20,SARDEGNA,04,TRENTINO-ALTO ADIGE,5,7,-2,Trasferimento d'ufficio,2025-04-24,,,5,5
6bf652a8a904cbb50f6e137f,202302,1,FUNZIONI CENTRALI,20,SARDEGNA,04,TRENTINO-ALTO ADIGE,14,6,8,Passaggio diretto,2025-02-13,,,1,14
6e5b99c8b4f7bb61d55ff977,202302,5,SICUREZZA-DIFESA,12,LAZIO,01,PIEMONTE,12,7,5,Trasferimento d'ufficio,2025-05-09,,,5,12
dcbeffc6ddfc9569ce7ffbf6,202411,4,SANITA',20,SARDEGNA,08,EMILIA-ROMAGNA,7,7,0,Passaggio diretto,2025-03-06,,,4,7
25da1a4d29cb8e8e0b81c632,202401,1,FUNZIONI CENTRALI,19,SICILIA,12,LAZIO,12,9,3,Distacco,2025-06-20,,,1,12
d7410ce1922ca2115bb66fdc,202408,4,SANITA',15,CAMPANIA,12,LAZIO,10,9,1,Comando,2025-06-26,,,4,10
272cb6d8b122468f053068c7,202301,2,FUNZIONI LOCALI,20,SARDEGNA,11,MARCHE,7,12,-5,Mobilita' volontaria,2025-01-05,,,2,7
e01450b8c45439911e64f1c8,202312,6,VIGILI DEL FUOCO E SOCCORSO PUBBLICO,05,VENETO,14,MOLISE,7,6,1,Trasferimento d'ufficio,2025-08-25,in verifica,,6,7
5af88d35d58da6bca6e2d8b1,202409,5,SICUREZZA-DIFESA,15,CAMPANIA,18,CALABRIA,7,2,5,Mobilita' volontaria,2024-11-14,,,5,7
18830808890339d4eb0e5d61,202311,6,VIGILI DEL FUOCO E SOCCORSO PUBBLICO,13,ABRUZZO,14,MOLISE,4,9,-5,Distacco,2025-05-05,,,6,4
71231c8eb66dc5b55a8aa8f1,202410,2,FUNZIONI LOCALI,12,LAZIO,15,CAMPANIA,9,6,3,Trasferimento d'ufficio,2025-07-30,,,2,9
8858085d401f982d6476bde4,202410,2,-,02,VALLE D'AOSTA,11,MARCHE,8,11,-3,Trasferimento d'ufficio,2024-11-28,,,2,8
343501848a03a28df2104a39,202309,3,ISTRUZIONE E RICERCA,14,MOLISE,13,ABRUZZO,11,4,7,Mobilita' volontaria,2025-04-15,,,3,11
db351bdbf1648e9754146577,202406,6,VIGILI DEL FUOCO E SOCCORSO PUBBLICO,07,LIGURIA,NULL,FRIULI-VENEZIA GIULIA,14,9,5,Mobilita' volontaria,2024-11-27,,,6,14
2c5cf2233aadbd3f686e4494,202411,1,FUNZIONI CENTRALI,05,VENETO,18,NULL,9,12,-3,Passaggio diretto,2025-05-16,,,1,9
d29bd60bd55c9af81be315bc,202308,3,ISTRUZIONE E RICERCA,03,LOMBARDIA,12,LAZIO,8,6,2,Distacco,2025-02-02,,,3,8
346a60592086755506644fbd,202408,4,SANITA',02,VALLE D'AOSTA,20,SARDEGNA,6,12,-6,Trasferimento d'ufficio,2025-08-01,,,4,6
ee1c2e70a62769c9478bb4c4,202308,1,FUNZIONI CENTRALI,04,TRENTINO-ALTO ADIGE,09,NULL,7,7,0,Trasferimento d'ufficio,2025-03-16,,,1,7
5ad8d04978fd3738176fb733,202402,4,SANITA',18,CALABRIA,03,LOMBARDIA,5,3,-6,Distacco,2025-09-16,,,4,5
4dc8f5ae20d5a1525d1e0d42,202312,6,VIGILI DEL FUOCO E SOCCORSO PUBBLICO,19,SICILIA,16,PUGLIA,12,12,0,Mobilita' volontaria,2025-02-22,,flusso SICO,6,12
def2ed4eab56e9b2251c83eb,202402,2,FUNZIONI LOCALI,01,PIEMONTE,14,MOLISE,8,12,-4,Distacco,2025-09-26,,,2,8
2385cbac27ba0e7a41b84b64,202401,1,FUNZIONI CENTRALI,08,EMILIA-ROMAGNA,07,LIGURIA,9,1,8,Comando,2025-08-08,,,1,9
d9cc09961fe28664decd602a,202310,2,FUNZIONI LOCALI,11,MARCHE,09,TOSCANA,"7,0",3,4,Mobilita' volontaria,2025-04-04,,,2,7
9095c8198bf46dcf66d84208,202301,5,SICUREZZA-DIFESA,12,LAZIO,04,TRENTINO-ALTO ADIGE,13,13,0,Mobilita' volontaria,2025-08-22,,,5,13
9ccc241cb31685a313df61a5,202401,4,SANITA',16,PUGLIA,04,TRENTINO-ALTO ADIGE,7,8,-1,Comando,2024-09-09,,,4,7
bcb5b3ff22d7ac0bb906b650,202309,4,SANITA',18,CALABRIA,11,MARCHE,15,14,1,Passaggio diretto,2025-03-27,,,4,15
dac23c511b948996dabcb1a1,202311,1,FUNZIONI CENTRALI,02,VALLE D'AOSTA,01,PIEMONTE,5,10,-5,Mobilita' volontaria,2025-02-13,,,1,5
c195e64c0b59d43ad16e470c,202410,1,FUNZIONI CENTRALI,04,TRENTINO-ALTO ADIGE,12,LAZIO,11,9,2,Distacco,2024-12-14,,,1,11
91ad03e2cdcaba58823c513d,202407,5,SICUREZZA-DIFESA,07,LIGURIA,12,LAZIO,11,11,0,Comando,2025-05-23,,,5,11
096c487de85be01246676fce,202303,1,FUNZIONI CENTRALI,19,SICILIA,05,VENETO,9,14,-5,Passaggio diretto,2024-10-14,,,1,9
ae18c00310709be8fdca4f38,202407,2,FUNZIONI LOCALI,05,VENETO,10,UMBRIA,10,10,0,Trasferimento d'ufficio,2025-06-15,,,2,10
cff5f33ce4aa81babb329f3b,202406,4,SANITA',19,SICILIA,03,LOMBARDIA,10,12,-2,Mobilita' volontaria,17/01/2025,,,4,10
b2144006320d0dad6b80723f,202403,5,SICUREZZA-DIFESA,04,TRENTINO-ALTO ADIGE,07,LIGURIA,9,7,2,Passaggio diretto,2025-08-11,,,5,9
e90f6e1f508f9a0f504c843b,202411,2,FUNZIONI LOCALI,12,LAZIO,02,VALLE D'AOSTA,10,7,3,Passaggio diretto,2024-10-10,,,2,10
b5f214b173b95e3d5891ef5c,202409,2,FUNZIONI LOCALI,20,SARDEGNA,02,VALLE D'AOSTA,10,6,4,Trasferimento d'ufficio,2025-03-08,,,2,10
6bb59bf8b325b95ff85be0fc,202401,4,SANITA',18,CALABRIA,13,ABRUZZO,10,6,4,Passaggio diretto,2025-09-12,in verifica,,4,10
b555e33fd69deb44faff4678,202304,5,SICUREZZA-DIFESA,07,LIGURIA,01,PIEMONTE,8,10,-2,Comando,2024-12-20,,,5,8
145d35b3a8893dd34da3be72,202306,6,VIGILI DEL FUOCO E SOCCORSO PUBBLICO,13,ABRUZZO,14,MOLISE,7,2,5,Assegnazione temporanea,2025-06-05,,,6,7
10407dc3c5a18886f2431277,202304,2,FUNZIONI LOCALI,15,CAMPANIA,09,TOSCANA,6,12,-6,Trasferimento d'ufficio,2025-06-16,,,2,6
0e2bfacd3affab89ec4ff3e1,202308,4,SANITA',06,FRIULI-VENEZIA GIULIA,20,SARDEGNA,14,9,5,Assegnazione temporanea,2025-09-01,,,4,14
6a3f2f7948c1bc3ed6e69276,202408,5,SICUREZZA-DIFESA,19,SICILIA,20,SARDEGNA,5,12,-7,Trasferimento d'ufficio,2025-09-09,,,5,5
ab508a43f66df412c5ff27c7,202311,5,SICUREZZA-DIFESA,08,EMILIA-ROMAGNA,09,,14,8,6,Mobilita' volontaria,2025-04-15,,,5,14
